Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	is_outlier	outlier_info
gene-VC_RS11175	1980	3392	2696	1269	1802	1211	510	551	384	host	argA	False	
gene-VC_RS04660	490	735	651	612	915	762	732	854	515	host	vpsQ	False	
gene-VC_RS07530	80	168	132	112	168	133	116	146	105	host	gene-VC_RS07530	False	
gene-VC_RS10295	588	835	625	613	926	1857	569	672	471	host	gene-VC_RS10295	False	
gene-VC_RS04755	546	1066	762	366	698	433	598	826	366	host	ybeY	False	
gene-VC_RS05345	411	618	605	530	737	551	572	716	423	host	gene-VC_RS05345	False	
gene-VC_RS18115	166	195	221	233	230	212	220	273	185	host	gene-VC_RS18115	False	
gene-VC_RS11490	1145	1483	1137	593	1116	763	695	876	517	host	gene-VC_RS11490	False	
gene-VC_RS05265	119	165	127	144	173	129	237	280	189	host	gene-VC_RS05265	False	
gene-VC_RS07645	100	177	141	169	203	163	204	226	190	host	gene-VC_RS07645	False	
gene-VC_RS06055	489	742	688	721	791	666	509	558	401	host	gene-VC_RS06055	False	
gene-VC_RS11745	1139	1609	1281	891	1234	865	710	728	458	host	glnE	False	
gene-VC_RS13270	332	1169	644	710	771	410	378	426	205	host	gene-VC_RS13270	False	
gene-VC_RS02415	181	249	281	480	479	488	1046	1214	811	host	gene-VC_RS02415	False	
gene-VC_RS01060	494	751	613	403	492	391	179	227	146	host	gene-VC_RS01060	False	
gene-VC_RS07170	2196	3190	2693	2281	3051	2341	1835	2338	1434	host	gene-VC_RS07170	False	
gene-VC_RS18410	2104	3175	2384	2219	2906	2196	1591	1955	1170	host	gene-VC_RS18410	False	
gene-VC_RS04450	901	1218	1045	789	1086	915	815	927	648	host	ppnN	False	
gene-VC_RS14560	488	730	683	1101	913	795	1358	1563	1156	host	gene-VC_RS14560	False	
gene-VC_RS12240	547	848	773	700	863	640	761	898	531	host	thiQ	False	
gene-VC_RS11090	111	131	116	167	154	152	176	174	101	host	gene-VC_RS11090	False	
gene-VC_RS17035	448	633	546	588	824	671	1145	1414	878	host	gene-VC_RS17035	False	
gene-VC_RS17350	1921	2738	2364	2926	3736	3034	2574	2978	1966	host	gene-VC_RS17350	False	
gene-VC_RS01890	1323	1936	1788	1433	2169	1763	1663	1711	1189	host	gene-VC_RS01890	False	
gene-VC_RS00375	1059	1526	1372	1308	1632	1323	1946	1731	1148	host	gene-VC_RS00375	False	
gene-VC_RS09005	2139	3242	2667	1560	1918	1495	1195	1424	938	host	pflB	False	
gene-VC_RS12845	135	186	196	196	259	188	202	281	169	host	gene-VC_RS12845	False	
gene-VC_RS00875	317	470	466	579	832	593	497	755	403	host	gene-VC_RS00875	False	
gene-VC_RS10255	438	692	584	442	580	409	267	346	190	host	fliH	False	
gene-VC_RS02560	75	81	91	70	111	94	120	141	293	host	gene-VC_RS02560	False	
gene-VC_RS18505	197	319	264	109	191	165	83	90	53	host	gene-VC_RS18505	False	
gene-VC_RS06665	389	597	495	480	663	501	663	790	559	host	gene-VC_RS06665	False	
gene-VC_RS18310	245	353	340	494	570	467	609	734	533	host	gene-VC_RS18310	False	
gene-VC_RS10000	277	543	451	268	385	287	282	317	219	host	gene-VC_RS10000	False	
gene-VC_RS07200	1003	1353	1206	1287	1625	1262	1476	1652	1102	host	rlmKL	False	
gene-VC_RS09665	1939	2697	2520	1827	2616	1968	2076	2214	1465	host	gene-VC_RS09665	False	
gene-VC_RS04425	1102	1658	1444	1393	1955	1432	1166	1265	771	host	gene-VC_RS04425	False	
gene-VC_RS03040	336	433	410	457	631	454	581	705	425	host	gene-VC_RS03040	False	
gene-VC_RS06355	715	910	799	686	889	679	468	564	366	host	gene-VC_RS06355	False	
gene-VPVV882_gp70	1074	1423	1138	18583	25428	20853	43724	56585	33211	phage	gene-VPVV882_gp70	False	
gene-VC_RS05005	1884	2770	2173	1753	2253	1692	1576	1808	1098	host	rsxC	False	
gene-VC_RS07840	183	290	250	246	265	183	305	396	241	host	gene-VC_RS07840	False	
gene-VC_RS10320	731	984	913	1455	1678	1444	1497	1519	1059	host	gene-VC_RS10320	False	
gene-VC_RS02960	833	1098	1040	853	909	757	652	664	410	host	gene-VC_RS02960	False	
gene-VC_RS10170	328	563	478	553	825	648	818	1071	659	host	gene-VC_RS10170	False	
gene-VC_RS07435	825	1155	910	765	1227	841	935	1159	663	host	gene-VC_RS07435	False	
gene-VC_RS11850	1047	1558	1303	1202	1567	1206	1422	1550	1049	host	era	False	
gene-VC_RS11235	743	1240	1065	836	1284	984	2844	1095	716	host	gene-VC_RS11235	False	
gene-VC_RS09045	1815	2753	2371	1643	2106	1404	643	812	468	host	gene-VC_RS09045	False	
gene-VC_RS07105	203	258	267	279	362	317	481	564	361	host	gene-VC_RS07105	False	
gene-VC_RS06780	228	351	309	257	334	288	249	316	179	host	gene-VC_RS06780	False	
gene-VC_RS00985	108	180	135	169	189	147	136	171	102	host	gene-VC_RS00985	False	
gene-VC_RS02365	579	876	775	834	1008	788	649	735	476	host	gene-VC_RS02365	False	
gene-VC_RS00920	1718	3296	2375	1725	2237	1701	1690	2090	1442	host	gorA	False	
gene-VC_RS05815	181	275	267	262	308	305	365	386	291	host	gene-VC_RS05815	False	
gene-VC_RS07920	171	246	216	295	316	249	386	393	232	host	rsuA	False	
gene-VC_RS12005	1783	2895	2263	1237	1927	1263	864	1102	693	host	leuD	False	
gene-VC_RS15990	374	570	548	532	639	599	468	594	343	host	gene-VC_RS15990	False	
gene-VC_RS17175	1227	1827	1722	1551	2157	1545	1200	1559	967	host	gene-VC_RS17175	False	
gene-VC_RS16565	119	235	165	161	242	178	176	193	106	host	gene-VC_RS16565	False	
gene-VC_RS06230	262	351	328	466	489	443	704	803	544	host	gene-VC_RS06230	False	
gene-VC_RS14805	515	906	686	465	692	460	821	1082	624	host	gene-VC_RS14805	False	
gene-VC_RS06765	798	1101	930	697	856	733	631	727	471	host	gene-VC_RS06765	False	
gene-VC_RS18235	299	410	358	361	439	313	281	316	188	host	gene-VC_RS18235	False	
gene-VC_RS01575	1704	1338	1379	997	1452	884	376	469	289	host	gene-VC_RS01575	False	
gene-VC_RS10200	588	933	776	556	855	597	616	693	479	host	fliR	False	
gene-VC_RS13885	488	614	557	491	559	446	402	423	357	host	tssC	False	
gene-VC_RS13160	933	1297	1132	1161	1334	1588	986	1183	757	host	gspE	False	
gene-VC_RS08570	636	906	770	652	931	736	612	732	460	host	gene-VC_RS08570	False	
gene-VC_RS18375	202	330	234	236	320	279	263	275	223	host	gene-VC_RS18375	False	
gene-VC_RS18290	126	172	103	134	208	126	160	167	96	host	gene-VC_RS18290	False	
gene-VC_RS16505	339	584	451	397	603	452	570	642	445	host	gene-VC_RS16505	False	
gene-VC_RS08000	765	1218	925	692	1063	745	911	1096	719	host	gene-VC_RS08000	False	
gene-VC_RS08875	613	946	790	642	945	778	778	958	581	host	ybgC	False	
gene-VC_RS06975	800	1336	990	558	740	616	318	328	229	host	ccoO	False	
gene-VC_RS16390	168	284	247	220	210	180	190	243	171	host	gene-VC_RS16390	False	
gene-VC_RS07270	483	802	622	890	1141	890	1172	1463	902	host	gene-VC_RS07270	False	
gene-VC_RS03290	63	85	83	68	120	99	88	96	63	host	gene-VC_RS03290	False	
gene-VC_RS18520	55	82	92	99	111	95	138	171	85	host	gene-VC_RS18520	False	
gene-VC_RS06385	302	446	327	353	377	315	467	479	325	host	gene-VC_RS06385	False	
gene-VC_RS16005	606	858	716	898	1147	855	1165	1436	939	host	gene-VC_RS16005	False	
gene-VPVV882_gp54	512	710	556	4528	5177	4677	12893	12903	8617	phage	gene-VPVV882_gp54	False	
gene-VC_RS13470	1076	1494	1265	976	1239	995	845	974	676	host	malT	False	
gene-VC_RS08030	286	403	320	592	634	553	606	761	491	host	gene-VC_RS08030	False	
gene-VC_RS00840	381	591	490	449	618	465	873	1930	632	host	gene-VC_RS00840	False	
gene-VC_RS08320	179	264	245	369	388	330	498	580	392	host	torR	False	
gene-VC_RS08370	108	116	106	97	151	98	88	91	71	host	gene-VC_RS08370	False	
gene-VC_RS09175	800	1213	1080	938	1179	966	1093	1360	828	host	dsbB	False	
gene-VC_RS04095	703	986	888	773	1188	972	1275	1545	1063	host	gene-VC_RS04095	False	
gene-VC_RS08345	117	137	149	132	150	117	186	185	164	host	gene-VC_RS08345	False	
gene-VC_RS00485	792	1170	979	1070	1345	1059	1405	1602	1117	host	glpG	False	
gene-VC_RS05495	235	288	283	253	305	267	304	360	273	host	gene-VC_RS05495	False	
gene-VC_RS10415	285	412	274	206	318	207	192	220	117	host	gene-VC_RS10415	False	
gene-VC_RS16865	309	516	516	720	1055	722	782	1046	607	host	gene-VC_RS16865	False	
gene-VC_RS10655	500	774	680	738	915	752	771	781	499	host	flgM	False	
gene-VC_RS14465	38	57	60	113	127	101	230	304	188	host	gene-VC_RS14465	False	
gene-VC_RS04455	1797	2834	2269	1896	2478	2014	2753	2949	1873	host	gene-VC_RS04455	False	
gene-VPVV882_gp46	341	551	476	4798	4410	4237	19022	16902	12343	phage	gene-VPVV882_gp46	False	
gene-VC_RS05220	223	324	259	195	235	238	374	396	282	host	gene-VC_RS05220	False	
gene-VC_RS01290	671	1131	1017	1241	1573	1227	1670	2000	1252	host	gene-VC_RS01290	False	
gene-VC_RS14835	201	226	212	250	371	321	576	654	420	host	gene-VC_RS14835	False	
gene-VC_RS16940	594	999	850	805	1025	823	960	1085	694	host	gene-VC_RS16940	False	
gene-VC_RS00445	489	735	579	800	914	755	862	1029	727	host	dinF	False	
gene-VC_RS16700	202	317	223	336	469	352	544	587	403	host	gene-VC_RS16700	False	
gene-VC_RS04540	146	254	186	144	245	181	139	147	97	host	vexG	False	
gene-VC_RS08865	421	535	479	407	527	417	502	526	279	host	gene-VC_RS08865	False	
gene-VPVV882_gp08	387	559	385	4105	4870	4130	12839	15514	9438	phage	gene-VPVV882_gp08	False	
gene-VC_RS02045	514	720	572	373	568	416	252	291	219	host	gene-VC_RS02045	False	
gene-VC_RS04810	1453	2606	2402	1670	2562	1820	1065	1581	1074	host	chiP	False	
gene-VC_RS07330	338	533	121	202	229	103	174	192	119	host	gene-VC_RS07330	False	
gene-VC_RS05125	306	374	367	480	525	519	797	801	542	host	gene-VC_RS05125	False	
gene-VC_RS05840	160	226	157	258	396	264	178	180	135	host	gene-VC_RS05840	False	
gene-VC_RS10930	1358	2035	1756	1358	1787	1338	1143	1257	782	host	glnD	False	
gene-VC_RS11420	423	754	625	486	675	484	750	747	463	host	gene-VC_RS11420	False	
gene-VC_RS02700	1572	2168	1892	1773	1974	1471	870	987	594	host	surE	False	
gene-VC_RS10980	1654	2344	1954	1659	2146	1651	1262	1579	922	host	gene-VC_RS10980	False	
gene-VC_RS05870	247	371	368	367	423	361	357	462	301	host	gene-VC_RS05870	False	
gene-VC_RS16985	547	671	643	377	497	360	479	533	386	host	artQ	False	
gene-VC_RS09125	643	973	753	651	1094	769	1113	1483	854	host	ycfP	False	
gene-VPVV882_gp43	306	370	359	2978	3035	2865	12188	10697	8308	phage	gene-VPVV882_gp43	False	
gene-VC_RS10330	133	218	180	302	365	271	234	365	210	host	gene-VC_RS10330	False	
gene-VC_RS04305	500	814	724	945	1245	1036	1311	1384	920	host	tadA	False	
gene-VC_RS14900	650	918	826	938	1291	953	824	971	609	host	gene-VC_RS14900	False	
gene-VC_RS01385	179	279	236	189	248	184	172	214	137	host	gene-VC_RS01385	False	
gene-VC_RS02135	1021	1678	1393	1095	1327	1021	809	975	512	host	tldD	False	
gene-VC_RS06050	576	861	764	689	976	716	615	774	455	host	cobT	False	
gene-VC_RS18610	94	160	135	205	288	194	78	60	43	host	gene-VC_RS18610	False	
gene-VC_RS03690	351	458	393	369	595	447	370	414	260	host	gene-VC_RS03690	False	
gene-VC_RS08505	734	1096	967	664	1071	808	730	877	545	host	gene-VC_RS08505	False	
gene-VC_RS14020	175	269	222	273	294	242	377	408	288	host	glpQ	False	
gene-VC_RS17125	226	344	259	249	379	272	610	769	498	host	gene-VC_RS17125	False	
gene-VC_RS13710	561	802	667	538	606	527	747	897	523	host	gene-VC_RS13710	False	
gene-VC_RS12310	414	609	489	586	623	532	572	707	458	host	gene-VC_RS12310	False	
gene-VC_RS15380	91	134	146	125	165	134	248	268	188	host	gene-VC_RS15380	False	
gene-VC_RS17765	369	434	418	558	1022	865	2145	2613	1658	host	gene-VC_RS17765	False	
gene-VC_RS04825	1106	1552	1469	980	1588	1138	1099	1358	792	host	gene-VC_RS04825	False	
gene-VC_RS04185	151	189	157	161	281	199	250	303	200	host	acfC	False	
gene-VC_RS18285	191	265	225	297	386	320	490	582	372	host	gene-VC_RS18285	False	
gene-VC_RS04020	339	575	470	693	908	659	873	1267	686	host	fdxA	False	
gene-VC_RS04350	206	335	245	232	351	246	241	330	221	host	tsaA	False	
gene-VC_RS14890	267	360	328	351	555	435	592	635	436	host	gene-VC_RS14890	False	
gene-VC_RS05510	91	172	157	130	162	133	109	137	91	host	gene-VC_RS05510	False	
gene-VC_RS05100	549	886	647	662	878	668	787	1008	578	host	apbC	False	
gene-VC_RS07960	373	589	486	526	746	564	760	827	648	host	gene-VC_RS07960	False	
gene-VC_RS01720	1588	1922	1915	1888	1658	1295	1018	996	642	host	gene-VC_RS01720	False	
gene-VC_RS08360	1515	2160	1831	2006	2654	2144	1673	1946	1200	host	glgC	False	
gene-VC_RS05275	210	263	278	237	313	249	388	461	293	host	gene-VC_RS05275	False	
gene-VC_RS03935	181	271	243	293	343	262	395	444	305	host	gene-VC_RS03935	False	
gene-VC_RS01165	1230	1753	1534	884	1322	1009	876	1013	603	host	gene-VC_RS01165	False	
gene-VC_RS05575	1259	1754	1362	831	1132	784	486	569	368	host	hisA	False	
gene-VC_RS06990	1121	1556	1412	911	1366	1051	982	1231	679	host	gene-VC_RS06990	False	
gene-VC_RS00640	167	265	246	226	297	251	242	321	179	host	gene-VC_RS00640	False	
gene-VC_RS05395	640	864	868	679	994	844	1031	1104	680	host	yfbV	False	
gene-VC_RS08080	941	1295	1282	1422	1766	1508	2218	2608	1783	host	cls	False	
gene-VC_RS16165	688	1014	786	2098	2776	2145	2268	2673	1640	host	gene-VC_RS16165	False	
gene-VC_RS16605	47	88	70	60	92	50	35	38	24	host	gene-VC_RS16605	False	
gene-VC_RS08665	42	43	51	75	92	85	85	137	89	host	gene-VC_RS08665	False	
gene-VC_RS07175	1838	2459	2003	2287	3111	2491	1356	1694	1017	host	fabA	False	
gene-VC_RS13135	369	434	384	295	359	297	304	347	256	host	gspJ	False	
gene-VC_RS04045	80	74	102	68	108	83	90	109	65	host	gene-VC_RS04045	False	
gene-VC_RS10550	2106	2835	2384	2179	2587	1801	701	951	538	host	gene-VC_RS10550	False	
gene-VC_RS11900	499	907	762	529	766	546	356	371	231	host	gene-VC_RS11900	False	
gene-VC_RS16805	164	256	242	238	290	232	174	220	126	host	gene-VC_RS16805	False	
gene-VC_RS00165	1475	2185	1929	1580	2042	1662	1411	1649	1087	host	ccoG	False	
gene-VC_RS13800	244	338	336	366	513	464	591	728	399	host	gene-VC_RS13800	False	
gene-VC_RS00315	926	1463	1134	815	1317	767	379	480	285	host	thiF	False	
gene-VC_RS14330	643	925	859	705	870	670	575	652	408	host	gene-VC_RS14330	False	
gene-VPVV882_gp09	1197	1725	1258	8493	9029	8208	22063	24916	15497	phage	gene-VPVV882_gp09	False	
gene-VC_RS14250	488	696	667	739	810	660	600	726	458	host	gene-VC_RS14250	False	
gene-VC_RS04905	1325	1935	1785	1323	1777	1278	1220	1284	981	host	gene-VC_RS04905	False	
gene-VC_RS06865	81	99	95	66	105	71	130	175	108	host	tsiV1	False	
gene-VC_RS15000	261	375	364	347	604	446	499	686	438	host	gene-VC_RS15000	False	
gene-VC_RS15710	324	480	389	347	683	482	911	1145	644	host	gene-VC_RS15710	False	
gene-VC_RS16745	41	64	56	63	76	56	104	106	84	host	gene-VC_RS16745	False	
gene-VC_RS12655	489	697	589	630	891	710	746	866	519	host	gene-VC_RS12655	False	
gene-VC_RS04635	43	40	29	64	74	63	93	133	77	host	vpsL	False	
gene-VC_RS03830	160	268	215	259	399	332	346	409	251	host	gene-VC_RS03830	False	
gene-VC_RS06335	675	984	754	876	1183	883	880	1019	677	host	gene-VC_RS06335	False	
gene-VC_RS09580	33	73	59	51	100	53	46	82	34	host	gene-VC_RS09580	False	
gene-VC_RS02825	1824	2958	2278	2113	2861	2004	2033	2044	1184	host	oadA	False	
gene-VC_RS02390	170	307	221	153	277	165	166	167	136	host	ruvX	False	
gene-VC_RS13305	160	191	189	194	225	125	90	89	69	host	gene-VC_RS13305	False	
gene-VC_RS15530	302	398	328	235	365	282	283	360	250	host	gene-VC_RS15530	False	
gene-VC_RS16875	1960	2499	2220	1527	1906	1564	1666	2022	1394	host	luxQ	False	
gene-VC_RS07265	609	862	787	976	1124	923	1249	1496	1074	host	rsmF	False	
gene-VC_RS00530	648	752	687	1014	1236	936	1103	1334	794	host	yihI	False	
gene-VC_RS08185	202	297	251	266	327	268	374	404	281	host	torA	False	
gene-VC_RS13130	518	787	710	428	662	495	386	423	300	host	gspK	False	
gene-VC_RS09495	334	531	390	303	435	277	209	235	141	host	menB	False	
gene-VC_RS18545	224	295	241	182	266	159	138	191	124	host	gene-VC_RS18545	False	
gene-VC_RS00555	458	706	615	456	689	505	374	442	263	host	gene-VC_RS00555	False	
gene-VC_RS08220	345	539	439	324	425	336	259	352	247	host	gene-VC_RS08220	False	
gene-VC_RS11360	413	696	549	627	796	656	699	829	531	host	ung	False	
gene-VC_RS06180	1882	3018	2278	1968	3066	1959	1933	2672	1624	host	gene-VC_RS06180	False	
gene-VC_RS12255	327	460	426	514	609	533	491	577	386	host	gene-VC_RS12255	False	
gene-VC_RS15590	74	101	102	99	138	113	187	234	162	host	gene-VC_RS15590	False	
gene-VC_RS17325	219	387	345	357	449	358	357	391	267	host	yddG	False	
gene-VC_RS03070	53	69	59	127	156	162	87	119	50	host	glnK	False	
gene-VC_RS13180	1357	2160	1814	1988	2590	2047	1349	1510	1069	host	hslO	False	
gene-VC_RS16365	1327	2424	1808	1189	1616	1159	1028	1295	797	host	tal	False	
gene-VC_RS18005	152	251	193	141	203	174	79	96	81	host	gene-VC_RS18005	False	
gene-VC_RS16830	182	283	255	317	360	270	295	311	214	host	modA	False	
gene-VC_RS17930	670	838	697	718	872	640	697	629	525	host	gene-VC_RS17930	False	
gene-VC_RS16970	59	82	44	59	89	73	124	144	77	host	gene-VC_RS16970	False	
gene-VC_RS09425	365	537	445	480	464	365	379	459	301	host	minC	False	
gene-VC_RS07585	132	158	156	121	187	145	177	216	113	host	gene-VC_RS07585	False	
gene-VC_RS12685	373	480	477	526	597	478	589	661	452	host	gene-VC_RS12685	False	
gene-VC_RS00860	737	849	942	1171	1593	1269	1377	1492	1152	host	gene-VC_RS00860	False	
gene-VC_RS02025	806	1018	793	631	859	660	710	828	563	host	gspM	False	
gene-VC_RS13530	526	777	707	586	718	606	586	699	472	host	gene-VC_RS13530	False	
gene-VC_RS14965	956	1182	1001	825	1112	904	1051	1315	793	host	brnA	False	
gene-VC_RS06115	180	286	260	363	457	399	385	452	290	host	gene-VC_RS06115	False	
gene-VC_RS09015	417	581	492	512	635	489	604	676	459	host	gene-VC_RS09015	False	
gene-VC_RS08595	79	95	103	118	109	98	164	200	112	host	gene-VC_RS08595	False	
gene-VC_RS00345	541	721	590	656	839	697	1962	1079	677	host	gene-VC_RS00345	False	
gene-VC_RS06410	134	240	167	184	200	167	189	237	154	host	gene-VC_RS06410	False	
gene-VC_RS11860	998	1471	1276	1339	1859	1479	1645	2029	1351	host	lepB	False	
gene-VC_RS16160	386	500	441	490	683	516	565	734	399	host	gene-VC_RS16160	False	
gene-VC_RS16420	606	731	551	567	621	473	490	518	372	host	gene-VC_RS16420	False	
gene-VC_RS08020	178	263	231	230	299	250	254	255	191	host	gene-VC_RS08020	False	
gene-VC_RS02075	304	468	389	253	444	278	241	410	147	host	gene-VC_RS02075	False	
gene-VC_RS00200	594	934	755	652	776	653	552	652	392	host	rsmB	False	
gene-VC_RS09345	563	806	750	662	975	706	811	937	594	host	gene-VC_RS09345	False	
gene-VC_RS13490	71	153	107	123	127	117	97	97	75	host	hcp-2	False	
gene-VC_RS10090	1307	1864	1630	1570	1989	1638	1507	1642	1181	host	pgm	False	
gene-VC_RS06275	711	1018	989	921	1127	891	1003	1163	773	host	gene-VC_RS06275	False	
gene-VC_RS06290	1786	2614	2241	2239	2758	2114	2490	3058	1871	host	gene-VC_RS06290	False	
gene-VC_RS17000	275	300	312	273	311	262	138	127	88	host	gene-VC_RS17000	False	
gene-VC_RS13440	345	652	477	337	646	492	376	394	239	host	gene-VC_RS13440	False	
gene-VC_RS17955	372	658	411	1433	2229	1585	1149	1669	960	host	gene-VC_RS17955	False	
gene-VC_RS10300	2116	2724	2536	2453	2837	2444	2639	2945	2036	host	fliD	False	
gene-VC_RS05685	264	382	355	189	223	196	175	194	116	host	gene-VC_RS05685	False	
gene-VC_RS06895	1570	2059	1748	1703	2152	1796	2314	2484	1648	host	gene-VC_RS06895	False	
gene-VC_RS07600	138	215	151	359	548	399	447	624	334	host	gene-VC_RS07600	False	
gene-VC_RS05115	341	421	381	534	741	528	517	651	375	host	cobO	False	
gene-VC_RS17645	246	318	262	248	340	262	347	395	283	host	gene-VC_RS17645	False	
gene-VC_RS07730	525	608	579	595	552	470	275	237	164	host	gene-VC_RS07730	False	
gene-VC_RS11475	257	398	332	269	334	273	329	408	230	host	gene-VC_RS11475	False	
gene-VC_RS06710	752	1189	982	1481	1976	1698	1792	2128	1248	host	gene-VC_RS06710	False	
gene-VC_RS14995	379	527	488	506	630	500	571	654	410	host	gene-VC_RS14995	False	
gene-VC_RS18330	29	56	48	43	86	77	67	117	86	host	gene-VC_RS18330	False	
gene-VC_RS18995	202	293	227	249	334	233	616	806	484	host	gene-VC_RS18995	False	
gene-VC_RS02325	730	1070	828	1222	1399	1161	1295	1588	974	host	trmB	False	
gene-VC_RS15315	143	189	177	169	280	187	297	329	201	host	gene-VC_RS15315	False	
gene-VC_RS06585	491	764	694	1426	1436	1317	970	1159	795	host	yccX	False	
gene-VC_RS03655	1089	1892	1494	1555	2379	1476	1395	1740	970	host	gene-VC_RS03655	False	
gene-VC_RS05745	646	1042	840	423	593	422	236	317	206	host	trpD	False	
gene-VC_RS07225	1057	1716	1508	1444	1870	1484	1450	1727	1130	host	pepN	False	
gene-VC_RS05320	250	386	300	152	280	222	176	229	134	host	gene-VC_RS05320	False	
gene-VC_RS04800	1855	2758	2271	2396	3057	2408	2383	3034	1821	host	zipA	False	
gene-VC_RS10005	1806	2712	2139	1933	2731	2073	2263	2456	1652	host	feoB	False	
gene-VC_RS16275	125	216	178	202	253	189	214	233	147	host	gene-VC_RS16275	False	
gene-VC_RS19145	81	81	92	99	137	107	164	188	109	host	gene-VC_RS19145	False	
gene-VC_RS18190	1330	1829	1581	1130	1580	1195	964	1167	749	host	lamB	False	
gene-VC_RS18325	367	591	499	538	802	573	523	702	474	host	gene-VC_RS18325	False	
gene-VC_RS01000	124	188	140	110	160	115	127	116	86	host	gene-VC_RS01000	False	
gene-VC_RS06955	1458	2062	1803	1304	1854	1330	1409	1563	988	host	gene-VC_RS06955	False	
gene-VC_RS03105	94	173	172	131	181	153	185	197	132	host	gene-VC_RS03105	False	
gene-VC_RS04880	355	559	463	610	870	628	677	975	555	host	hemH	False	
gene-VC_RS06705	1631	2463	2065	1773	2222	1849	2183	2545	1649	host	hrpA	False	
gene-VC_RS14045	369	551	434	281	415	304	255	371	227	host	gene-VC_RS14045	False	
gene-VC_RS00080	1628	2247	2054	1796	2490	1989	1790	2124	1352	host	gene-VC_RS00080	False	
gene-VC_RS03010	312	485	408	470	595	463	576	709	436	host	panB	False	
gene-VC_RS02905	626	1050	950	1009	1358	1093	944	1123	619	host	zapG	False	
gene-VC_RS05260	211	314	285	373	512	349	714	882	505	host	gene-VC_RS05260	False	
gene-VC_RS17060	466	673	641	710	851	634	648	795	443	host	gene-VC_RS17060	False	
