Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	is_outlier	outlier_info
gene-VC_RS03350	159	144	191	156	169	149	309	282	298	host	gene-VC_RS03350	False	
gene-VC_RS06145	793	851	1014	1061	1233	1038	872	1118	1146	host	gene-VC_RS06145	False	
gene-VC_RS00200	761	755	952	581	753	555	463	742	670	host	rsmB	False	
gene-VC_RS18335	199	238	256	195	222	204	303	432	375	host	gene-VC_RS18335	False	
gene-VC_RS00385	959	949	1236	995	1206	1032	819	963	984	host	ftnA	False	
gene-VC_RS15620	436	521	542	517	489	436	766	727	779	host	gene-VC_RS15620	False	
gene-VC_RS17535	709	879	1076	733	1013	807	1040	1081	1256	host	gene-VC_RS17535	False	
gene-VC_RS17575	90	65	91	75	90	81	91	137	149	host	gene-VC_RS17575	False	
gene-VC_RS05850	457	389	432	470	552	487	513	667	647	host	gene-VC_RS05850	False	
gene-VC_RS18610	85	88	75	133	277	279	60	160	152	host	gene-VC_RS18610	False	
gene-VC_RS14575	104	121	133	54	72	59	41	44	70	host	gene-VC_RS14575	False	
gene-VC_RS18045	68	100	93	72	90	89	112	124	128	host	ctlX	False	
gene-VC_RS03675	802	865	948	602	608	454	389	447	424	host	ppk2	False	
gene-VC_RS06445	113	129	161	85	116	75	109	126	125	host	nqrM	False	
gene-VC_RS10230	1058	1212	1318	1096	1093	869	824	997	897	host	fliL	False	
gene-VC_RS15935	775	824	1074	765	990	743	990	1244	1322	host	gene-VC_RS15935	False	
gene-VC_RS08030	298	380	392	316	469	552	644	550	658	host	gene-VC_RS08030	False	
gene-VC_RS14510	70	63	82	51	84	44	104	121	123	host	gene-VC_RS14510	False	
gene-VC_RS08225	320	323	320	270	246	219	136	156	142	host	gene-VC_RS08225	False	
gene-VC_RS02210	386	533	636	455	578	462	943	867	988	host	gene-VC_RS02210	False	
gene-VC_RS11000	2231	2389	2822	2067	2479	1829	2284	2312	2774	host	gpt	False	
gene-VC_RS12275	691	722	791	485	492	429	444	500	575	host	gene-VC_RS12275	False	
gene-VC_RS08110	166	158	202	157	157	112	247	279	261	host	pspC	False	
gene-VC_RS09310	717	729	907	783	844	681	685	843	855	host	gene-VC_RS09310	False	
gene-VC_RS15060	468	465	582	575	805	790	586	856	534	host	gene-VC_RS15060	False	
gene-VC_RS09495	400	410	431	262	372	306	192	271	280	host	menB	False	
gene-VC_RS10930	1885	1935	2218	1230	1567	1201	1036	1253	1356	host	glnD	False	
gene-VC_RS09995	408	430	529	451	516	450	532	625	657	host	gene-VC_RS09995	False	
gene-VC_RS06230	311	371	482	303	425	398	619	802	802	host	gene-VC_RS06230	False	
gene-VC_RS16255	273	390	478	302	353	309	486	533	510	host	gene-VC_RS16255	False	
gene-VC_RS13920	206	162	273	120	155	102	102	105	105	host	icmH	False	
gene-VC_RS15930	584	571	614	505	512	508	537	616	617	host	clcA	False	
gene-VC_RS17215	119	173	178	170	251	218	355	426	491	host	gbpA	False	
gene-VC_RS13590	385	377	500	386	460	298	329	384	386	host	gene-VC_RS13590	False	
gene-VC_RS05635	2753	2871	3594	2040	2378	1935	2048	2131	2472	host	panP	False	
gene-VC_RS08610	478	610	718	596	784	739	1054	1167	1300	host	gene-VC_RS08610	False	
gene-VC_RS16045	192	176	199	159	166	159	142	177	220	host	gene-VC_RS16045	False	
gene-VC_RS02720	2119	2091	2633	1514	1734	1542	1317	1697	1674	host	mutS	False	
gene-VC_RS05235	221	246	336	295	380	375	488	409	472	host	gene-VC_RS05235	False	
gene-VC_RS05495	392	410	508	283	312	214	242	388	338	host	gene-VC_RS05495	False	
gene-VC_RS09765	683	641	873	651	873	777	741	938	1001	host	rluC	False	
gene-VC_RS09980	1427	1589	1901	1290	1651	1291	1917	2146	2312	host	gene-VC_RS09980	False	
gene-VC_RS17515	407	416	479	456	514	393	330	436	436	host	gene-VC_RS17515	False	
gene-VC_RS14940	277	282	301	262	257	215	287	305	335	host	gene-VC_RS14940	False	
gene-VC_RS16680	2058	2078	2768	1555	1891	1396	394	463	476	host	gene-VC_RS16680	False	
gene-VC_RS17595	1238	1178	1424	842	919	840	723	621	732	host	gene-VC_RS17595	False	
gene-VC_RS09255	1768	1454	1764	1233	1056	834	391	451	423	host	gene-VC_RS09255	False	
gene-VC_RS12010	226	256	292	237	238	189	223	268	308	host	gene-VC_RS12010	False	
gene-VC_RS04435	451	475	541	444	476	481	413	565	602	host	gene-VC_RS04435	False	
gene-VC_RS00005	531	403	522	401	480	345	230	322	327	host	mioC	False	
gene-VC_RS05560	1253	1353	1643	833	826	662	571	641	735	host	hisC	False	
gene-VC_RS03815	2010	2339	2675	1873	2247	1612	1836	1886	1942	host	gene-VC_RS03815	False	
gene-VC_RS14675	1127	1403	1382	898	1116	1013	1941	1883	2170	host	gene-VC_RS14675	False	
gene-VC_RS15360	154	163	193	116	148	106	176	240	211	host	gene-VC_RS15360	False	
gene-VC_RS12545	1097	1165	1320	1553	1720	1324	1597	1763	2633	host	gene-VC_RS12545	False	
gene-VC_RS13985	189	163	162	129	99	68	156	107	122	host	rbsB	False	
gene-VC_RS02035	2060	2114	2671	1742	1540	1207	838	1070	1133	host	mshL	False	
gene-VC_RS06340	588	643	856	435	530	424	486	533	525	host	gene-VC_RS06340	False	
gene-VC_RS00770	315	298	356	283	404	297	140	277	260	host	gene-VC_RS00770	False	
gene-VC_RS12540	732	730	950	1125	1549	1465	1918	2806	2478	host	gene-VC_RS12540	False	
gene-VC_RS15210	336	356	573	318	297	259	277	398	432	host	gene-VC_RS15210	False	
gene-VC_RS17035	629	645	806	673	701	525	944	1154	1226	host	gene-VC_RS17035	False	
gene-VC_RS10515	625	571	831	501	569	501	332	327	320	host	gene-VC_RS10515	False	
gene-VC_RS18050	1584	1715	2087	1594	2024	1713	1685	1956	2028	host	vcaM	False	
gene-VC_RS06190	401	388	496	440	486	494	324	520	476	host	gene-VC_RS06190	False	
gene-VC_RS08655	111	110	163	112	125	118	103	102	121	host	gene-VC_RS08655	False	
gene-VC_RS00675	1182	1189	1500	1141	1717	1322	851	1259	2790	host	ftsY	False	
gene-VC_RS13065	1005	933	908	594	640	454	453	565	552	host	ompR	False	
gene-VC_RS14100	103	91	175	74	62	59	51	54	55	host	gene-VC_RS14100	False	
gene-VC_RS17100	414	392	468	301	327	251	319	366	344	host	fabV	False	
gene-VC_RS05035	638	659	837	512	567	430	610	572	553	host	luxU	False	
gene-VC_RS18490	438	554	618	269	349	260	123	150	137	host	gene-VC_RS18490	False	
gene-VPVV882_gp10	273	200	253	1314	1725	1526	4358	5855	5607	phage	gene-VPVV882_gp10	False	
gene-VC_RS10310	1432	1505	1663	1171	1272	1211	992	1293	1219	host	gene-VC_RS10310	False	
gene-VC_RS14480	384	401	549	335	493	483	511	772	752	host	gene-VC_RS14480	False	
gene-VC_RS02315	409	435	600	393	478	502	216	290	290	host	gene-VC_RS02315	False	
gene-VC_RS05460	1934	1993	2206	1031	984	901	350	309	307	host	bioF	False	
gene-VC_RS13960	243	209	299	257	334	257	280	444	466	host	tsiV3	False	
gene-VC_RS15855	537	568	730	609	773	822	1089	1353	1453	host	gene-VC_RS15855	False	
gene-VC_RS15535	122	122	165	125	149	142	185	297	305	host	gene-VC_RS15535	False	
gene-VC_RS17765	464	494	807	945	877	1020	1613	1990	2064	host	gene-VC_RS17765	False	
gene-VC_RS16880	898	822	1047	700	1001	843	776	1190	1146	host	gene-VC_RS16880	False	
gene-VC_RS14310	559	638	728	433	549	540	462	504	568	host	tnpA	False	
gene-VC_RS13745	727	758	815	613	616	586	980	1126	1178	host	gene-VC_RS13745	False	
gene-VC_RS14330	836	891	947	636	809	515	552	670	580	host	gene-VC_RS14330	False	
gene-VC_RS06015	157	161	199	112	145	99	122	152	118	host	gene-VC_RS06015	False	
gene-VC_RS07215	2366	2575	2871	1992	2131	1861	1780	2034	2194	host	gene-VC_RS07215	False	
gene-VC_RS14050	402	397	474	255	306	275	429	359	446	host	gene-VC_RS14050	False	
gene-VC_RS09280	357	338	350	225	314	182	199	266	271	host	gene-VC_RS09280	False	
gene-VC_RS13080	567	618	669	416	842	461	322	438	499	host	gene-VC_RS13080	False	
gene-VC_RS08675	121	129	182	157	174	139	195	196	222	host	gene-VC_RS08675	False	
gene-VC_RS17205	1020	1127	1433	1393	1785	1544	2383	2967	3090	host	gene-VC_RS17205	False	
gene-VC_RS13530	792	972	1062	602	625	546	549	595	690	host	gene-VC_RS13530	False	
gene-VC_RS03135	95	106	104	99	106	63	78	130	107	host	gene-VC_RS03135	False	
gene-VC_RS07310	209	207	77	44	57	33	29	33	22	host	fdh3B	False	
gene-VC_RS13740	190	191	260	156	207	167	215	279	297	host	gene-VC_RS13740	False	
gene-VC_RS16545	995	1180	1364	947	1095	824	949	1012	1018	host	gene-VC_RS16545	False	
gene-VC_RS03665	588	676	776	410	502	335	334	409	451	host	gene-VC_RS03665_gene_pstB	False	
gene-VC_RS17555	146	128	215	272	334	322	283	318	386	host	gene-VC_RS17555	False	
gene-VC_RS17720	447	497	537	439	491	398	648	763	731	host	mlp37	False	
gene-VC_RS04520	293	299	398	188	374	414	178	246	261	host	gene-VC_RS04520	False	
gene-VC_RS16400	500	788	998	447	1266	1082	783	1040	1042	host	gene-VC_RS16400	False	
gene-VC_RS09035	1619	1690	2307	1418	1746	1612	741	783	1001	host	gene-VC_RS09035	False	
gene-VC_RS05470	592	595	735	383	449	416	148	207	193	host	bioD	False	
gene-VC_RS16480	60	103	118	60	78	61	48	59	46	host	gene-VC_RS16480	False	
gene-VC_RS12215	1158	1253	1514	895	1074	728	1080	1150	1251	host	rapZ	False	
gene-VC_RS15265	404	375	414	283	286	202	207	220	234	host	gene-VC_RS15265	False	
gene-VC_RS11230	980	1157	1339	907	1094	844	920	1174	1206	host	gene-VC_RS11230	False	
gene-VC_RS18390	2285	3064	2751	1323	960	1032	911	795	854	host	putP	False	
gene-VC_RS17280	50	67	53	56	70	53	62	83	113	host	ectA	False	
gene-VC_RS06690	784	794	1032	692	834	560	611	785	816	host	gene-VC_RS06690	False	
gene-VC_RS08370	65	82	134	117	137	115	97	85	112	host	gene-VC_RS08370	False	
gene-VC_RS12775	1561	1594	1771	1324	1501	1076	1002	1044	1035	host	gpsA	False	
gene-VC_RS01055	2978	3294	3870	2266	2349	2252	1512	1405	1568	host	coaBC	False	
gene-VC_RS18265	1192	1308	1505	1763	2158	1931	2062	2623	2644	host	gene-VC_RS18265	False	
gene-VC_RS07595	99	91	123	345	390	211	336	421	483	host	gene-VC_RS07595	False	
gene-VC_RS04905	1697	1928	2207	1168	1517	1206	1128	1206	1226	host	gene-VC_RS04905	False	
gene-VPVV882_gp43	302	315	387	1684	2435	1849	8064	10655	12461	phage	gene-VPVV882_gp43	False	
gene-VC_RS06385	336	338	427	322	409	291	331	385	487	host	gene-VC_RS06385	False	
gene-VC_RS07180	1250	1428	1675	1169	1134	992	968	806	983	host	rmf	False	
gene-VC_RS08035	197	175	247	254	198	166	217	216	220	host	gene-VC_RS08035	False	
gene-VC_RS03530	583	682	808	432	497	536	304	433	417	host	trpR	False	
gene-VC_RS04710	1903	2054	2337	1414	1980	1744	1472	1836	1890	host	mrdA	False	
gene-VC_RS13850	1568	1693	2280	1820	1959	1399	1457	1686	1729	host	gene-VC_RS13850	False	
gene-VC_RS13895	493	533	611	306	386	293	216	267	307	host	tssF	False	
gene-VC_RS14345	467	557	646	335	493	419	434	490	519	host	gene-VC_RS14345	False	
gene-VC_RS15445	394	355	496	325	319	275	261	342	299	host	gene-VC_RS15445	False	
gene-VC_RS06410	179	197	261	155	185	139	164	188	183	host	gene-VC_RS06410	False	
gene-VC_RS02030	757	1241	1248	528	602	459	443	338	335	host	gene-VC_RS02030	False	
gene-VC_RS15145	142	166	224	174	256	208	323	407	477	host	gene-VC_RS15145	False	
gene-VC_RS12825	1815	2206	2526	2237	2462	2102	1984	2076	2129	host	gene-VC_RS12825	False	
gene-VC_RS11970	157	124	203	109	124	100	109	121	162	host	leuO	False	
gene-VC_RS12235	977	1131	1825	1096	2072	1730	774	1089	1172	host	yjgA	False	
gene-VC_RS05790	1430	1495	1555	1111	1368	1022	789	1054	1043	host	trxB	False	
gene-VC_RS15000	341	305	374	364	480	363	419	722	706	host	gene-VC_RS15000	False	
gene-VC_RS17465	284	344	386	287	390	319	459	464	565	host	pbpG	False	
gene-VC_RS06185	632	662	757	532	635	558	834	926	979	host	gene-VC_RS06185	False	
gene-VPVV882_gp08	500	479	472	2610	2916	3266	10271	10943	10371	phage	gene-VPVV882_gp08	False	
gene-VPVV882_gp18	618	492	545	3517	4589	4913	8955	10342	11041	phage	gene-VPVV882_gp18	False	
gene-VC_RS13135	414	376	461	300	294	311	286	321	372	host	gspJ	False	
gene-VC_RS07050	41	44	59	47	43	44	57	90	100	host	ctxB	False	
gene-VC_RS06325	1194	1112	1406	811	947	888	690	773	853	host	gene-VC_RS06325	False	
gene-VC_RS01435	2221	2260	2754	2059	2002	1935	1142	1042	1182	host	aroQ	False	
gene-VC_RS00845	747	757	912	582	631	583	645	783	828	host	gene-VC_RS00845	False	
gene-VC_RS00965	254	240	312	206	233	191	271	283	288	host	gene-VC_RS00965	False	
gene-VC_RS11535	328	427	420	350	607	332	562	616	668	host	gene-VC_RS11535	False	
gene-VC_RS16560	343	390	505	336	486	401	421	517	518	host	dcuC	False	
gene-VC_RS13245	1005	1139	1309	773	840	765	860	943	987	host	gene-VC_RS13245	False	
gene-VC_RS07635	218	207	313	156	221	185	287	281	360	host	gene-VC_RS07635	False	
gene-VC_RS05175	621	463	577	460	487	414	436	543	601	host	apt	False	
gene-VC_RS15315	203	164	215	173	235	182	248	323	296	host	gene-VC_RS15315	False	
gene-VC_RS17620	66	76	75	40	86	59	55	81	72	host	gene-VC_RS17620	False	
gene-VC_RS15540	176	204	241	201	191	166	285	261	324	host	gene-VC_RS15540	False	
gene-VC_RS13875	234	223	231	208	258	197	231	351	353	host	gene-VC_RS13875	False	
gene-VC_RS00910	614	661	822	876	931	827	2391	1883	2184	host	gene-VC_RS00910	False	
gene-VC_RS05785	1371	1399	1781	1177	1613	1385	1603	1798	1790	host	cydD	False	
gene-VC_RS11315	544	518	643	463	441	407	368	406	413	host	deoC	False	
gene-VC_RS08670	240	222	280	198	255	184	160	215	251	host	gene-VC_RS08670	False	
gene-VC_RS08960	690	693	855	652	877	699	878	1050	1089	host	gene-VC_RS08960	False	
gene-VC_RS10325	485	480	595	422	439	361	291	444	403	host	gene-VC_RS10325	False	
gene-VC_RS13005	561	578	688	451	534	402	404	531	516	host	gene-VC_RS13005	False	
gene-VC_RS14440	259	282	270	313	349	262	317	499	498	host	gene-VC_RS14440	False	
gene-VC_RS05345	596	663	856	502	548	471	554	542	595	host	gene-VC_RS05345	False	
gene-VC_RS14015	333	354	418	316	373	284	317	355	385	host	gene-VC_RS14015	False	
gene-VC_RS08560	176	173	192	202	208	184	306	356	371	host	gene-VC_RS08560	False	
gene-VC_RS03035	237	187	221	233	212	179	184	928	371	host	sfsA	False	
gene-VC_RS09000	616	681	785	462	534	443	496	495	559	host	gene-VC_RS09000	False	
gene-VC_RS15820	404	543	553	399	365	334	757	498	791	host	gene-VC_RS15820	False	
gene-VC_RS07035	62	56	77	46	39	60	64	99	106	host	gene-VC_RS07035	False	
gene-VC_RS18735	1430	1790	2185	1630	2021	1758	1920	1811	2213	host	gene-VC_RS18735	False	
gene-VC_RS10885	2682	2867	3311	2309	2704	2277	2407	2668	2832	host	rseP	False	
gene-VC_RS12150	875	928	1156	1715	1153	939	741	973	1016	host	mlaC	False	
gene-VC_RS17025	229	277	362	183	172	116	259	209	309	host	gene-VC_RS17025	False	
gene-VC_RS16440	161	203	258	125	171	180	171	184	186	host	gene-VC_RS16440	False	
gene-VC_RS14030	58	56	94	60	35	43	45	46	57	host	gene-VC_RS14030	False	
gene-VC_RS00955	428	405	505	461	405	394	562	594	646	host	rarD	False	
gene-VC_RS08425	340	384	437	348	498	325	436	595	589	host	gene-VC_RS08425	False	
gene-VC_RS11685	454	525	668	405	448	330	519	500	515	host	gene-VC_RS11685	False	
gene-VC_RS16040	557	672	933	712	982	738	991	1163	1241	host	gene-VC_RS16040	False	
gene-VC_RS09740	2455	2375	2823	1978	2168	1720	1686	2350	2260	host	gene-VC_RS09740	False	
gene-VC_RS17040	221	237	272	276	334	235	476	656	652	host	gene-VC_RS17040	False	
gene-VC_RS06730	64	79	82	58	101	80	138	160	170	host	gene-VC_RS06730	False	
gene-VC_RS07980	1508	1625	2161	1506	1809	1628	1686	2126	2232	host	vesC	False	
gene-VC_RS17290	98	108	147	109	137	92	141	156	163	host	phhA	False	
gene-VC_RS01890	1605	1726	1859	1640	1834	1662	1491	1698	1770	host	gene-VC_RS01890	False	
gene-VC_RS18585	355	428	506	264	328	276	226	239	284	host	gene-VC_RS18585	False	
gene-VC_RS04195	130	121	181	118	139	124	133	188	182	host	gene-VC_RS04195	False	
gene-VC_RS00810	290	303	388	256	565	369	156	439	290	host	gene-VC_RS00810	False	
gene-VC_RS16270	331	462	495	311	330	290	452	375	428	host	phnR	False	
gene-VC_RS15485	901	930	1194	740	956	760	819	1038	1078	host	gene-VC_RS15485	False	
gene-VC_RS09440	135	108	170	192	159	122	208	225	275	host	gene-VC_RS09440	False	
gene-VC_RS13805	186	243	371	190	317	225	356	438	502	host	gene-VC_RS13805	False	
gene-VC_RS07330	519	587	177	177	210	144	126	139	159	host	gene-VC_RS07330	False	
gene-VC_RS09685	705	805	686	572	509	393	228	252	279	host	gene-VC_RS09685	False	
gene-VC_RS02240	897	962	1180	645	814	655	732	884	881	host	pdxA	False	
gene-VC_RS08270	513	551	703	385	520	406	490	663	682	host	gene-VC_RS08270	False	
gene-VC_RS10215	661	678	733	455	506	416	498	467	548	host	fliO	False	
gene-VC_RS13755	1544	2109	2530	1430	2185	1893	1690	2305	2392	host	gene-VC_RS13755	False	
gene-VC_RS14585	401	695	720	435	528	450	540	482	502	host	gene-VC_RS14585	False	
gene-VC_RS16035	458	549	695	785	886	793	1731	1536	1518	host	gene-VC_RS16035	False	
gene-VC_RS03900	351	407	328	974	794	792	663	609	730	host	gene-VC_RS03900	False	
gene-VC_RS05275	261	301	336	189	291	208	365	427	461	host	gene-VC_RS05275	False	
gene-VC_RS15400	654	744	915	524	639	594	598	531	661	host	gene-VC_RS15400	False	
gene-VC_RS01535	2462	2630	3328	2013	2444	1916	2063	2245	2415	host	pssA	False	
gene-VC_RS15670	1118	1290	1410	998	1016	963	1794	1690	2076	host	gene-VC_RS15670	False	
gene-VC_RS17155	437	522	662	460	477	422	627	757	799	host	gene-VC_RS17155	False	
gene-VC_RS00315	1441	1555	1686	917	945	810	396	405	437	host	thiF	False	
gene-VC_RS10785	910	1136	1091	752	1085	654	826	942	976	host	gene-VC_RS10785	False	
gene-VC_RS14200	855	1393	1303	965	1119	1079	1614	1433	1449	host	gene-VC_RS14200	False	
gene-VC_RS00445	727	871	882	840	885	802	977	882	1017	host	dinF	False	
gene-VC_RS10005	2456	2732	3211	1933	2343	2201	2110	2390	2462	host	feoB	False	
gene-VC_RS01165	1514	1868	2304	1099	1150	1061	822	1016	972	host	gene-VC_RS01165	False	
gene-VC_RS14790	532	710	802	579	566	532	700	581	633	host	gene-VC_RS14790	False	
gene-VC_RS03920	95	128	161	126	150	116	195	204	202	host	gene-VC_RS03920	False	
gene-VC_RS14750	500	773	674	353	393	243	614	333	442	host	gene-VC_RS14750	False	
gene-VC_RS18995	216	413	346	242	258	197	651	318	418	host	gene-VC_RS18995	False	
gene-VC_RS18525	95	122	126	79	123	111	115	175	160	host	gene-VC_RS18525	False	
gene-VPVV882_gp70	1304	994	1371	12300	15284	15880	32190	38733	36748	phage	gene-VPVV882_gp70	False	
gene-VC_RS11840	1135	1234	1250	889	1030	843	831	1106	1100	host	pdxJ	False	
gene-VC_RS05265	160	125	176	130	176	81	208	465	242	host	gene-VC_RS05265	False	
gene-VC_RS12995	156	129	143	123	156	152	890	143	158	host	gene-VC_RS12995	False	
gene-VC_RS07085	120	174	154	130	123	101	221	177	213	host	gene-VC_RS07085	False	
gene-VC_RS09465	95	63	95	75	116	89	66	101	111	host	gene-VC_RS09465	False	
gene-VC_RS12600	645	870	889	601	554	412	450	540	565	host	gene-VC_RS12600	False	
gene-VC_RS16165	1187	1172	1303	2863	3038	2543	2388	2734	3151	host	gene-VC_RS16165	False	
gene-VC_RS03195	1134	1089	1379	918	985	663	795	970	992	host	dacB	False	
gene-VC_RS11095	1816	1910	2197	1883	2201	1878	1788	1687	1984	host	gene-VC_RS11095	False	
gene-VC_RS08785	13	42	24	30	15	22	202	41	54	host	gene-VC_RS08785	False	
gene-VC_RS06375	1489	1550	1776	1644	1549	1235	1942	1795	1981	host	tyrR	False	
gene-VC_RS10735	792	853	1148	348	328	329	101	106	103	host	gene-VC_RS10735	False	
gene-VC_RS00970	98	131	177	115	148	110	177	280	252	host	gene-VC_RS00970	False	
gene-VC_RS00330	1784	2193	2308	1093	1201	849	405	396	467	host	thiH	False	
gene-VC_RS01910	1198	1275	1641	1244	1431	1235	1070	1312	1241	host	gene-VC_RS01910	False	
gene-VC_RS15130	98	112	101	78	96	71	87	132	94	host	gene-VC_RS15130	False	
gene-VC_RS03655	1314	2281	1470	1251	1696	892	1332	1316	1407	host	gene-VC_RS03655	False	
gene-VC_RS11525	208	174	222	158	207	168	100	108	124	host	mutT	False	
gene-VC_RS01685	2652	2834	4008	1599	2368	2598	900	922	1292	host	gene-VC_RS01685	False	
gene-VC_RS04715	629	753	794	522	656	630	664	631	718	host	rlmH	False	
gene-VC_RS05410	1973	2461	2856	1266	1503	1197	1599	1548	1726	host	gene-VC_RS05410	False	
gene-VC_RS08305	1035	1161	1402	778	1069	755	1079	1166	1201	host	mukF	False	
gene-VC_RS00595	874	922	969	526	596	419	306	475	453	host	xerC	False	
gene-VC_RS02870	2547	3063	3712	2391	2741	2275	1739	2106	2104	host	ffh	False	
gene-VC_RS16870	1541	1523	2033	1153	1221	1147	1044	1005	1281	host	gene-VC_RS16870	False	
gene-VC_RS09005	3030	3361	3688	1882	1774	1457	1118	1105	1282	host	pflB	False	
gene-VC_RS09405	225	261	335	173	257	243	197	309	251	host	gene-VC_RS09405	False	
gene-VC_RS02130	420	452	477	327	375	316	188	261	232	host	gene-VC_RS02130	False	
gene-VPVV882_gp61	139	121	167	2302	4232	2959	5136	7917	7849	phage	gene-VPVV882_gp61	False	
gene-VC_RS01565	414	416	532	329	515	494	1253	361	325	host	gene-VC_RS01565	False	
gene-VC_RS15650	359	571	814	484	434	423	1210	496	686	host	gene-VC_RS15650	False	
gene-VC_RS00860	1086	900	1284	1421	1430	1128	1171	1256	1547	host	gene-VC_RS00860	False	
gene-VC_RS04280	105	119	122	83	73	79	79	101	102	host	gene-VC_RS04280	False	
gene-VC_RS09520	122	165	197	153	331	236	256	402	456	host	yfbR	False	
gene-VC_RS00515	619	713	905	670	899	723	637	788	764	host	yihA	False	
gene-VC_RS02690	462	596	608	553	440	334	477	384	452	host	ispF	False	
gene-VC_RS10980	2097	2721	2904	1756	1789	1742	1292	1334	1363	host	gene-VC_RS10980	False	
gene-VC_RS09425	838	439	527	393	407	375	326	403	391	host	minC	False	
gene-VC_RS10175	289	310	338	340	421	289	462	603	610	host	gene-VC_RS10175	False	
gene-VC_RS12230	932	933	996	896	1158	988	899	1118	1257	host	pmbA	False	
gene-VC_RS16005	646	795	966	733	956	867	1014	1303	1351	host	gene-VC_RS16005	False	
gene-VC_RS00335	906	1169	1361	846	1059	909	1072	1446	1418	host	gene-VC_RS00335	False	
gene-VC_RS08890	1589	1729	1938	1595	1822	1494	2069	2257	2346	host	cydB	False	
gene-VC_RS06110	512	466	674	399	590	417	463	547	610	host	gene-VC_RS06110	False	
gene-VC_RS18175	390	474	569	387	524	386	469	503	533	host	nagB	False	
gene-VC_RS19145	98	86	136	97	103	82	128	170	179	host	gene-VC_RS19145	False	
gene-VC_RS08710	159	104	168	177	175	137	188	301	230	host	gene-VC_RS08710	False	
gene-VC_RS04080	109	125	154	150	165	178	195	227	214	host	gene-VC_RS04080	False	
