Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	is_outlier	outlier_info
gene-PA3523	2	12	5	3	1	2	0	2	host	gene-PA3523	False	
gene-PA4130	23	19	8	20	10	9	7	3	host	gene-PA4130	False	
gene-PA0936	118	109	91	121	35	31	17	11	host	lpxO2	False	
gene-PA1366	170	165	71	143	23	18	9	7	host	gene-PA1366	False	
gene-PA5465	70	58	38	94	12	12	4	5	host	gene-PA5465	False	
gene-PA2703	5	8	5	5	4	11	3	2	host	gene-PA2703	False	
gene-PA0729.1	13	42	25	42	5	6	4	2	host	gene-PA0729.1	False	
gene-PA0779	108	66	105	106	27	17	12	12	host	gene-PA0779	False	
gene-PA1962	1	5	1	2	0	1	0	1	host	azoR2	False	
gene-PA4162	68	63	20	29	5	12	1	3	host	gene-PA4162	False	
gene-PA1555.1	8	29	9	25	2	5	6	3	host	ccoQ2	False	
gene-PA4767	133	140	78	127	22	25	20	16	host	gene-PA4767	False	
gene-PA0204	12	8	11	6	2	4	2	0	host	gene-PA0204	False	
gene-PA5475	24	34	11	19	1	2	0	0	host	gene-PA5475	False	
gene-PA3367	27	32	28	35	7	13	5	2	host	gene-PA3367	False	
gene-PA3797	179	192	82	140	19	24	14	11	host	gene-PA3797	False	
gene-PA3389	1	2	1	0	1	1	0	1	host	gene-PA3389	False	
gene-PA5221	143	102	87	140	16	13	7	6	host	gene-PA5221	False	
gene-PA4883	1	0	2	4	0	1	0	0	host	gene-PA4883	False	
gene-PA4134	11	12	6	17	2	7	4	2	host	gene-PA4134	False	
gene-PA4089	15	12	5	1	1	0	2	0	host	gene-PA4089	False	
gene-PA3990	2	2	5	2	0	2	1	0	host	gene-PA3990	False	
gene-PA5464	99	84	89	128	16	22	9	6	host	gene-PA5464	False	
gene-PA1394	5	0	1	5	1	1	1	0	host	gene-PA1394	False	
gene-PA1174	28	29	18	34	4	9	6	3	host	napA	False	
gene-PA3900	49	39	3	6	0	1	1	0	host	gene-PA3900	False	
gene-PA4360a	3	2	3	1	1	1	1	0	host	gene-PA4360a	False	
gene-PA2278	5	2	2	4	1	3	2	0	host	arsB	False	
gene-PA2241	21	10	20	20	7	3	0	2	host	pslK	False	
gene-PA0212	5	5	2	18	1	4	1	0	host	mdcE	False	
gene-PA3419	19	13	8	8	2	2	3	1	host	gene-PA3419	False	
gene-PA0924	48	42	25	33	6	13	13	11	host	gene-PA0924	False	
gene-PA3505	13	9	12	10	2	6	0	1	host	gene-PA3505	False	
gene-PA2054	16	11	10	8	3	2	0	1	host	cynR	False	
gene-PA2207	5	3	6	3	1	0	0	1	host	gene-PA2207	False	
gene-PA3874	13	7	10	7	2	1	0	1	host	narH	False	
gene-PA4392	58	104	20	39	14	10	7	4	host	gene-PA4392	False	
gene-PA5222	94	115	70	125	9	11	7	7	host	gene-PA5222	False	
gene-PA5524	64	63	25	37	9	14	8	4	host	gene-PA5524	False	
gene-PA3089	24	12	3	11	2	3	0	0	host	gene-PA3089	False	
gene-PA3100	199	132	101	122	7	12	8	4	host	xcpU	False	
gene-PA0879	11	11	7	7	1	0	2	0	host	gene-PA0879	False	
gene-PA5125	121	66	57	67	17	19	7	7	host	ntrC	False	
gene-PA2097	12	12	10	18	2	0	0	0	host	gene-PA2097	False	
gene-PA0503	73	80	82	164	17	17	8	1	host	gene-PA0503	False	
gene-PA1255	3	4	2	2	1	0	0	0	host	gene-PA1255	False	
gene-PA3122	112	80	38	41	7	6	2	4	host	gene-PA3122	False	
gene-PA3514	19	13	4	10	1	2	0	0	host	gene-PA3514	False	
gene-PA0239	11	8	12	5	1	1	1	3	host	gene-PA0239	False	
gene-PA0089	40	63	47	94	6	21	10	6	host	gene-PA0089	False	
gene-PA3480	111	134	96	158	38	44	32	21	host	gene-PA3480	False	
gene-PA0172	45	69	19	43	5	5	3	3	host	gene-PA0172	False	
gene-PA2289	192	187	172	241	19	33	9	10	host	gene-PA2289	False	
gene-PA3433	25	20	14	20	4	7	4	2	host	gene-PA3433	False	
gene-PA0749	66	57	21	53	5	18	10	6	host	gene-PA0749	False	
gene-PA4437	28	26	25	41	9	4	7	1	host	gene-PA4437	False	
gene-PA0017	50	40	74	77	13	16	8	12	host	gene-PA0017	False	
gene-PA2744.1	6	17	24	27	6	6	4	4	host	gene-PA2744.1	False	
gene-PA3662	150	135	30	56	13	18	8	2	host	gene-PA3662	False	
gene-PA4168	240	355	179	181	37	29	21	5	host	fpvB	False	
gene-PA1638	19	29	11	18	4	3	4	2	host	gene-PA1638	False	
gene-PA1277	10	9	9	21	2	1	0	0	host	cobQ	False	
gene-PA0329	161	227	111	157	45	33	14	14	host	gene-PA0329	False	
gene-PA0011	150	165	81	127	31	37	22	11	host	gene-PA0011	False	
gene-PA0530	34	13	23	55	2	2	2	4	host	gene-PA0530	False	
gene-PA0788	69	54	31	43	11	12	6	4	host	gene-PA0788	False	
gene-PA3178	97	56	25	37	10	8	6	6	host	gene-PA3178	False	
gene-PA0059	30	13	16	7	2	3	3	1	host	osmC	False	
gene-PA1790	39	32	38	64	20	18	11	6	host	gene-PA1790	False	
gene-PA0452	18	12	7	4	1	5	3	2	host	gene-PA0452	False	
gene-PA5100	41	47	35	35	4	6	3	2	host	hutU	False	
gene-PA3046	175	179	140	185	27	53	33	14	host	gene-PA3046	False	
gene-PA1889	37	33	18	25	10	6	5	6	host	gene-PA1889	False	
gene-PA1218	14	12	4	5	1	5	0	3	host	gene-PA1218	False	
gene-PA4855	87	145	58	131	31	49	32	14	host	purD	False	
gene-PA1191	32	26	23	30	3	3	3	1	host	gene-PA1191	False	
gene-PA2382	23	29	28	28	7	2	3	5	host	lldA	False	
gene-PA4342	16	18	8	21	1	7	6	1	host	gene-PA4342	False	
gene-PA3688	48	41	14	20	8	8	0	0	host	gene-PA3688	False	
gene-PA4537	13	14	9	12	2	2	1	2	host	gene-PA4537	False	
gene-PA5185	42	43	18	31	4	1	0	1	host	gene-PA5185	False	
gene-PA2679	132	76	36	56	4	2	6	5	host	gene-PA2679	False	
gene-PA3533	120	104	139	195	48	44	29	20	host	gene-PA3533	False	
gene-PA4888	15	99	56	167	8	6	2	2	host	desB	False	
gene-PA5289	26	17	11	20	6	4	2	2	host	gene-PA5289	False	
gene-PA2050	1	1	1	2	1	0	0	0	host	gene-PA2050	False	
gene-PA3029	105	86	71	67	10	10	4	5	host	moaB2	False	
gene-PA2632	30	52	30	40	8	11	7	4	host	gene-PA2632	False	
gene-PA2465	3	11	10	24	1	0	0	0	host	gene-PA2465	False	
gene-PA4683	66	66	26	42	12	13	13	9	host	gene-PA4683	False	
gene-PA2674	4	6	6	6	0	0	3	2	host	gene-PA2674	False	
gene-PA0166	15	9	6	11	5	2	2	1	host	gene-PA0166	False	
gene-PA3621	52	44	70	101	36	31	34	19	host	fdxA	False	
gene-PA1594	32	47	13	27	6	9	3	3	host	gene-PA1594	False	
gene-PA1043	176	131	63	91	15	16	9	13	host	gene-PA1043	False	
gene-PA4654	12	6	9	12	3	4	3	3	host	gene-PA4654	False	
gene-PA1995	19	16	15	19	9	3	3	1	host	gene-PA1995	False	
gene-PA5479	69	86	38	52	17	22	12	11	host	gltP	False	
gene-PA5072	26	28	18	24	7	6	5	7	host	gene-PA5072	False	
gene-PA0705	71	74	49	84	27	26	12	7	host	migA	False	
gene-PA3085	34	44	46	55	13	8	11	6	host	gene-PA3085	False	
gene-PA3949	89	72	31	80	18	14	11	6	host	gene-PA3949	False	
gene-PA3926	32	27	21	25	7	9	2	2	host	gene-PA3926	False	
gene-PA3755	59	64	16	20	5	8	4	2	host	gene-PA3755	False	
gene-PA1677	51	16	24	27	7	9	7	2	host	gene-PA1677	False	
gene-PA3098	151	94	87	127	6	10	6	3	host	xcpW	False	
gene-PA3902	48	37	32	36	3	5	1	2	host	gene-PA3902	False	
gene-PA0386	22	32	18	49	4	9	5	6	host	gene-PA0386	False	
gene-PA4318	30	44	30	40	9	13	10	6	host	gene-PA4318	False	
gene-PA1133	15	15	14	24	5	2	0	0	host	gene-PA1133	False	
gene-PA2746a	24	19	10	23	3	6	2	4	host	gene-PA2746a	False	
gene-PA2863	48	16	11	7	0	3	0	0	host	lipH	False	
gene-PA5108	48	55	37	47	6	5	6	5	host	gene-PA5108	False	
gene-PA0114	85	70	27	43	11	9	6	6	host	senC	False	
gene-PA1732	9	20	11	20	5	3	2	0	host	gene-PA1732	False	
gene-PA3794	49	60	26	53	11	11	7	4	host	gene-PA3794	False	
gene-PA3205	17	16	13	8	4	4	0	0	host	gene-PA3205	False	
gene-PA3281	9	13	5	9	2	0	0	1	host	gene-PA3281	False	
gene-PA1148	90	51	185	178	52	40	17	16	host	toxA	False	
gene-PA2535	23	18	30	56	17	20	18	8	host	gene-PA2535	False	
gene-PA0154	15	10	19	21	3	5	1	0	host	pcaG	False	
gene-PA1066	19	17	9	10	4	2	2	3	host	gene-PA1066	False	
gene-PA1243	66	54	60	78	10	10	7	8	host	gene-PA1243	False	
gene-PA1027	77	58	29	34	11	5	6	4	host	gene-PA1027	False	
gene-PA3875	21	14	10	14	0	7	7	1	host	narG	False	
gene-PA1314	16	12	7	9	1	3	1	1	host	gene-PA1314	False	
gene-PA2754	20	17	9	2	1	4	6	0	host	gene-PA2754	False	
gene-PA1486	12	17	8	13	2	1	0	1	host	gene-PA1486	False	
gene-PA2041	118	98	181	179	30	16	8	11	host	gene-PA2041	False	
gene-PA3176	14	11	13	13	3	6	4	1	host	gltS	False	
gene-PA4892	7	7	4	7	1	1	1	1	host	ureF	False	
gene-PA5151	24	18	11	17	4	2	1	2	host	gene-PA5151	False	
gene-PA2984	50	28	15	28	5	5	6	2	host	gene-PA2984	False	
gene-PA5503	39	49	70	66	19	21	12	7	host	gene-PA5503	False	
gene-PA1371	69	151	79	156	20	35	2	1	host	gene-PA1371	False	
gene-PA2288	18	17	19	22	4	4	2	1	host	gene-PA2288	False	
gene-PA0129	38	26	19	48	7	11	7	5	host	gabP	False	
gene-PA2919	27	11	3	6	1	1	0	1	host	gene-PA2919	False	
gene-PA0540	32	27	36	36	3	5	1	2	host	gene-PA0540	False	
gene-PA1428a	20	18	11	14	3	2	1	1	host	gene-PA1428a	False	
gene-PA5328	11	0	4	4	0	0	0	0	host	gene-PA5328	False	
gene-PA2471	4	6	3	5	1	0	1	0	host	gene-PA2471	False	
gene-PA2723	12	9	5	12	3	3	1	1	host	gene-PA2723	False	
gene-PA1620	3	0	4	12	3	1	1	0	host	gene-PA1620	False	
gene-PA2414	19	17	11	10	0	4	1	1	host	gene-PA2414	False	
gene-PA4993	21	24	17	15	6	8	6	0	host	gene-PA4993	False	
gene-PA0133	36	19	16	10	5	4	3	2	host	gene-PA0133	False	
gene-PA2678	14	12	9	10	0	3	2	0	host	gene-PA2678	False	
gene-PA1068	126	125	68	118	34	32	10	16	host	gene-PA1068	False	
gene-PA0905.3	45	97	50	79	20	31	14	12	host	gene-PA0905.3	False	
gene-PA0992	25	39	13	15	4	2	2	3	host	cupC1	False	
gene-PA4601	173	196	155	283	32	39	28	11	host	morA	False	
gene-PA1406	9	14	3	6	0	0	2	1	host	gene-PA1406	False	
gene-PA4210	6	208	0	167	1	8	3	0	host	phzA1	False	
gene-PA2807	12	4	6	6	2	3	2	0	host	gene-PA2807	False	
gene-PA0549	140	149	87	187	33	47	29	13	host	gene-PA0549	False	
gene-PA2461	58	181	67	228	9	18	9	11	host	gene-PA2461	False	
gene-PA3067	32	29	17	42	5	4	0	0	host	gene-PA3067	False	
gene-PA2347	9	6	3	3	0	0	0	0	host	gene-PA2347	False	
gene-PA4325	70	80	26	34	5	13	2	4	host	gene-PA4325	False	
gene-PA4098	11	6	4	5	2	4	1	2	host	gene-PA4098	False	
gene-PA5184	62	59	21	33	2	6	2	6	host	gene-PA5184	False	
gene-PA3592	7	3	4	4	1	2	0	1	host	gene-PA3592	False	
gene-PA2497	7	9	4	5	1	2	0	1	host	gene-PA2497	False	
gene-PA4877	22	9	7	9	3	4	0	1	host	gene-PA4877	False	
gene-PA3030	8	18	0	5	2	1	0	0	host	mobA	False	
gene-PA3765	17	21	6	8	1	5	0	4	host	gene-PA3765	False	
gene-PA0404	32	28	21	30	6	5	4	4	host	gene-PA0404	False	
gene-PA0753	4	4	7	5	0	0	2	1	host	gene-PA0753	False	
gene-PA0049	25	18	35	32	8	6	4	3	host	gene-PA0049	False	
gene-PA2177	50	36	20	24	7	8	6	2	host	gene-PA2177	False	
gene-PA0711	3	6	2	8	3	0	1	2	host	gene-PA0711	False	
gene-PA2254	18	8	2	10	0	1	1	1	host	pvcA	False	
gene-PA1449	103	82	34	51	7	11	4	2	host	flhB	False	
gene-PA3886a	19	28	10	9	1	2	0	2	host	gene-PA3886a	False	
gene-PA5459	44	32	66	75	10	12	4	3	host	gene-PA5459	False	
gene-PA4573	70	41	14	33	5	6	7	4	host	gene-PA4573	False	
gene-PA5336	30	40	33	46	7	8	10	3	host	gmk	False	
gene-PA4789	7	11	7	11	1	3	0	1	host	gene-PA4789	False	
gene-PA4878	53	44	9	38	5	6	6	3	host	gene-PA4878	False	
gene-PA4163	64	61	52	61	14	7	4	5	host	gene-PA4163	False	
gene-PA3211	134	185	59	108	16	22	17	5	host	gene-PA3211	False	
gene-PA1179	44	41	36	54	13	16	7	6	host	phoP	False	
gene-PA0856	106	93	118	132	25	21	9	10	host	gene-PA0856	False	
gene-PA4773	22	18	3	12	2	3	1	2	host	gene-PA4773	False	
gene-PA3679	58	68	49	69	16	17	12	6	host	gene-PA3679	False	
gene-PA2789	29	21	12	20	7	2	1	0	host	gene-PA2789	False	
gene-PA4035	60	53	31	41	5	5	10	3	host	gene-PA4035	False	
gene-PA1088	335	295	224	313	27	26	6	8	host	gene-PA1088	False	
gene-PA0474	3	2	0	0	0	0	0	0	host	gene-PA0474	False	
gene-PA2086	5	3	4	3	0	0	0	2	host	gene-PA2086	False	
gene-PA1993	15	17	18	20	8	2	3	1	host	gene-PA1993	False	
gene-PA2865	72	68	52	58	14	11	11	3	host	gene-PA2865	False	
gene-PA4153	7	11	15	12	1	1	2	1	host	gene-PA4153	False	
gene-PA3485	21	4	14	20	7	8	1	1	host	gene-PA3485	False	
gene-PA2775	24	34	23	24	8	10	9	4	host	gene-PA2775	False	
gene-PA0515	9	3	2	4	2	2	0	0	host	gene-PA0515	False	
gene-PA5443	251	239	186	261	45	55	34	17	host	uvrD	False	
gene-PA0306	46	44	42	62	12	8	2	4	host	gene-PA0306	False	
gene-PA1969	101	113	61	63	22	12	8	1	host	gene-PA1969	False	
gene-PA2148	0	0	1	0	0	0	2	0	host	gene-PA2148	False	
gene-PA3102	71	94	64	121	3	11	6	4	host	xcpS	False	
gene-PA3095	62	48	22	41	6	4	2	0	host	xcpZ	False	
gene-PA5462	19	22	12	29	4	8	1	2	host	gene-PA5462	False	
gene-PA4212	33	149	11	167	5	11	7	1	host	phzC1	False	
gene-PA3684	18	36	14	26	4	3	5	1	host	gene-PA3684	False	
gene-PA1030	228	163	50	103	15	25	15	10	host	gene-PA1030	False	
gene-PA0144	17	21	11	16	5	2	0	1	host	gene-PA0144	False	
gene-PA5199	246	191	92	143	18	22	9	8	host	amgS	False	
gene-PA4795	19	16	13	12	0	0	0	0	host	gene-PA4795	False	
gene-PA3128	62	55	16	16	4	5	3	3	host	gene-PA3128	False	
gene-PA4594	33	45	13	25	4	10	5	2	host	gene-PA4594	False	
gene-PA0610	12	13	13	20	8	3	10	6	host	prtN	False	
gene-PA1274	14	4	3	2	1	1	0	0	host	gene-PA1274	False	
gene-PA1622	38	37	19	38	7	2	5	2	host	gene-PA1622	False	
gene-PA0720	9	18	23	17	21	13	15	10	host	gene-PA0720	False	
gene-PA0585	8	6	7	6	2	3	2	1	host	gene-PA0585	False	
gene-PA4440	66	42	21	43	5	6	2	3	host	gene-PA4440	False	
gene-PA1082	179	136	198	142	26	13	3	9	host	flgG	False	
gene-PA1343	1	3	2	0	1	0	1	1	host	gene-PA1343	False	
gene-PA4199	71	68	53	53	7	6	5	7	host	gene-PA4199	False	
gene-PA2847	27	8	3	6	0	1	0	0	host	gene-PA2847	False	
gene-PA4802	18	10	5	7	1	4	0	0	host	gene-PA4802	False	
gene-PA0370	26	21	27	41	7	7	3	3	host	gene-PA0370	False	
gene-PA3340	154	105	65	115	13	15	9	4	host	gene-PA3340	False	
gene-PA0559	84	69	56	119	24	28	18	11	host	gene-PA0559	False	
gene-PA0439	13	11	2	11	6	2	3	0	host	gene-PA0439	False	
gene-PA1056	54	54	51	81	7	8	5	2	host	gene-PA1056	False	
gene-PA4344	33	25	10	23	3	4	3	4	host	gene-PA4344	False	
gene-PA2368	17	14	7	8	1	2	0	0	host	gene-PA2368	False	
gene-PA4717	145	137	90	131	12	19	7	4	host	gene-PA4717	False	
gene-PA5075	78	119	61	116	15	29	19	11	host	gene-PA5075	False	
gene-PA2125	13	7	6	4	0	1	1	1	host	gene-PA2125	False	
gene-PA4348	11	38	4	6	5	4	3	1	host	gene-PA4348	False	
gene-PA4605	57	70	88	142	20	16	7	1	host	gene-PA4605	False	
gene-PA4281	22	23	19	33	9	13	16	8	host	sbcD	False	
gene-PA2891	36	33	12	21	6	4	0	5	host	atuF	False	
gene-PA4724.1	11	12	3	11	1	3	0	1	host	gene-PA4724.1	False	
gene-PA5396	46	73	32	55	5	15	5	7	host	gene-PA5396	False	
gene-PA1672	122	102	32	30	7	9	7	4	host	gene-PA1672	False	
gene-PA3041	70	64	44	65	18	18	6	5	host	gene-PA3041	False	
gene-PA3630	13	10	5	7	3	2	1	0	host	gfnR	False	
gene-PA0236	4	8	1	5	2	2	2	0	host	gene-PA0236	False	
gene-PA0785	14	8	3	5	0	1	0	0	host	azoR1	False	
gene-PA4586	62	70	34	63	8	14	2	5	host	gene-PA4586	False	
gene-PA1131	7	21	2	15	0	2	2	0	host	gene-PA1131	False	
gene-PA2447	8	6	10	12	0	1	2	0	host	gene-PA2447	False	
gene-PA0244	8	7	3	13	3	2	2	4	host	gene-PA0244	False	
gene-PA5309	53	69	18	64	14	5	3	6	host	gene-PA5309	False	
gene-PA2156	3	0	1	0	3	1	0	0	host	gene-PA2156	False	
gene-PA3785	18	26	29	46	5	9	2	5	host	gene-PA3785	False	
gene-PA4995	32	34	55	74	10	11	6	4	host	gene-PA4995	False	
gene-PA4093	11	5	7	5	1	2	1	0	host	gene-PA4093	False	
gene-PA3416	31	17	17	7	4	0	0	0	host	gene-PA3416	False	
gene-PA2754a	19	16	9	4	3	1	2	2	host	gene-PA2754a	False	
gene-PA0630	30	35	25	41	30	43	23	16	host	gene-PA0630	False	
gene-PA1597	35	19	8	8	2	1	3	2	host	gene-PA1597	False	
gene-PA4102	17	11	7	14	3	5	3	1	host	bfmS	False	
gene-PA4976	45	27	25	34	3	6	0	1	host	aruH	False	
gene-PA0134	28	23	15	20	5	1	4	2	host	gene-PA0134	False	
gene-PA3047	72	72	27	52	5	9	4	3	host	gene-PA3047	False	
gene-PA0184	4	6	4	4	0	0	0	0	host	gene-PA0184	False	
gene-PA3396	4	8	5	17	3	3	4	3	host	nosL	False	
gene-PA3506	13	8	16	18	7	5	1	1	host	gene-PA3506	False	
gene-PA2154	2	2	2	0	0	0	0	0	host	gene-PA2154	False	
gene-PA4500	104	92	97	92	14	16	10	9	host	gene-PA4500	False	
gene-PA2039	23	35	23	45	9	10	4	2	host	gene-PA2039	False	
gene-PA4662	96	169	99	170	27	37	26	9	host	murI	False	
gene-PA2353	52	51	27	30	3	9	3	2	host	gene-PA2353	False	
gene-PA2599	11	23	7	11	3	3	1	1	host	gene-PA2599	False	
gene-PA3859	166	106	103	175	16	11	7	9	host	gene-PA3859	False	
gene-PA2228	10	25	13	20	1	3	2	2	host	gene-PA2228	False	
gene-PA5407	25	18	12	17	2	5	2	5	host	gene-PA5407	False	
gene-PA0543	34	14	13	8	2	5	1	1	host	gene-PA0543	False	
gene-PA0468	26	15	9	12	3	2	3	0	host	gene-PA0468	False	
gene-PA0921	24	16	26	51	15	12	13	9	host	gene-PA0921	False	
gene-PA0769	158	218	153	241	36	48	15	10	host	gene-PA0769	False	
gene-PA0390	52	85	48	54	16	20	7	6	host	metX	False	
gene-PA1688	105	153	94	152	14	28	20	11	host	gene-PA1688	False	
gene-PA1436	33	42	24	20	6	4	6	4	host	gene-PA1436	False	
gene-PA4160	26	18	2	3	2	2	1	1	host	fepD	False	
gene-PA4197	30	13	17	26	4	5	2	3	host	bfiS	False	
gene-PA3494	20	33	6	18	2	5	2	2	host	gene-PA3494	False	
gene-PA5187	62	37	32	32	11	8	3	0	host	gene-PA5187	False	
gene-PA2268	8	6	4	4	1	1	3	1	host	gene-PA2268	False	
gene-PA3849	152	136	134	180	41	44	26	13	host	gene-PA3849	False	
gene-PA1214	4	2	2	9	3	1	0	1	host	gene-PA1214	False	
gene-PA2942	55	43	32	50	9	12	11	4	host	gene-PA2942	False	
gene-PA2087	2	2	3	3	2	1	0	0	host	gene-PA2087	False	
gene-PA3161	265	217	96	155	21	28	17	8	host	himD	False	
gene-PA2528	31	28	12	39	4	10	4	2	host	gene-PA2528	False	
gene-PA5364	233	194	92	131	26	17	11	22	host	gene-PA5364	False	
gene-PA4030	38	52	21	40	1	8	1	3	host	gene-PA4030	False	
gene-PA4017	140	132	70	111	13	15	6	5	host	gene-PA4017	False	
gene-PA1142	24	26	10	14	4	4	1	0	host	gene-PA1142	False	
gene-PA3589	2	0	2	1	0	0	1	0	host	gene-PA3589	False	
gene-PA1550	28	48	29	44	14	14	17	9	host	gene-PA1550	False	
gene-PA1782	6	4	1	3	1	2	6	1	host	gene-PA1782	False	
gene-PA2020	60	44	59	75	18	36	16	7	host	gene-PA2020	False	
gene-PA1298	20	18	8	10	3	4	7	0	host	gene-PA1298	False	
gene-PA4882	12	8	17	12	3	4	2	0	host	gene-PA4882	False	
gene-PA3709	103	77	34	86	9	18	5	4	host	gene-PA3709	False	
gene-PA1837	11	19	8	12	3	4	4	4	host	gene-PA1837	False	
gene-PA2669	22	30	10	27	3	2	4	3	host	gene-PA2669	False	
gene-PA1615	45	40	51	66	13	6	9	2	host	gene-PA1615	False	
gene-PA1958	32	22	13	22	6	9	7	2	host	gene-PA1958	False	
gene-PA0961	47	65	59	85	9	29	7	8	host	gene-PA0961	False	
gene-PA5424	41	53	34	44	8	11	12	9	host	gene-PA5424	False	
gene-PA3539	15	14	22	19	3	6	6	2	host	gene-PA3539	False	
gene-PA2376	20	16	3	7	6	6	3	1	host	gene-PA2376	False	
gene-PA3357	30	28	22	27	10	9	4	4	host	dsdA	False	
gene-PA3878	44	41	20	30	9	4	5	4	host	narX	False	
gene-PA4543	105	51	54	107	19	26	10	5	host	gene-PA4543	False	
gene-PA5457	86	62	65	90	5	8	7	0	host	gene-PA5457	False	
gene-PA4132	58	46	16	29	13	10	12	10	host	gene-PA4132	False	
gene-PA3935	24	10	6	8	3	0	0	3	host	tauD	False	
gene-PA3850	116	113	64	101	22	35	19	9	host	gene-PA3850	False	
gene-PA1564	20	19	17	20	4	2	2	3	host	gene-PA1564	False	
gene-PA2670	25	32	14	30	2	7	3	5	host	gene-PA2670	False	
gene-PA2940	23	12	12	18	2	4	1	2	host	gene-PA2940	False	
gene-PA3977	193	163	214	255	53	60	28	19	host	hemL	False	
gene-PA4046	43	53	54	81	14	19	5	2	host	gene-PA4046	False	
gene-PA2855	34	32	22	17	7	6	4	2	host	gene-PA2855	False	
gene-PA3608	9	8	3	4	2	2	2	4	host	potB	False	
gene-PA1302	196	286	178	285	10	14	7	8	host	gene-PA1302	False	
gene-PPLUZ19_gp8	0	0	2738	2785	21337	21805	6353	5136	phage	gp8	False	
gene-PA3249	14	23	17	27	6	10	4	4	host	gene-PA3249	False	
gene-PA4680	19	12	17	21	4	3	4	1	host	gene-PA4680	False	
gene-PA1837a	47	38	14	27	6	8	2	3	host	gene-PA1837a	False	
gene-PA0257	41	79	19	28	6	5	7	0	host	gene-PA0257	False	
gene-PA0574	69	68	18	28	7	8	4	5	host	gene-PA0574	False	
gene-PA0922	28	16	21	35	13	19	8	5	host	gene-PA0922	False	
gene-PA3774	2	2	3	2	1	0	1	0	host	gene-PA3774	False	
gene-PA3507	7	7	12	16	2	2	0	0	host	gene-PA3507	False	
gene-PA2118a	45	34	24	23	7	6	1	1	host	gene-PA2118a	False	
gene-PA0405	45	61	35	57	8	8	4	0	host	gene-PA0405	False	
gene-PA1413	41	28	15	18	2	2	2	1	host	gene-PA1413	False	
gene-PA3213	104	84	45	72	6	16	4	6	host	gene-PA3213	False	
gene-PA3040	56	37	36	43	15	6	6	7	host	gene-PA3040	False	
gene-PA2188	7	9	8	6	1	2	3	0	host	gene-PA2188	False	
gene-PA4076	9	11	0	7	5	2	0	0	host	gene-PA4076	False	
gene-PA3325	9	26	14	106	3	6	2	1	host	gene-PA3325	False	
gene-PA3542	12	7	3	4	2	0	0	1	host	alg44	False	
gene-PA2300	15	20	8	35	2	4	0	1	host	chiC	False	
gene-PA3575	10	12	4	7	0	1	1	4	host	gene-PA3575	False	
gene-PA0285	81	81	57	74	10	22	12	8	host	gene-PA0285	False	
gene-PA2047	24	16	7	16	1	3	3	3	host	gene-PA2047	False	
gene-PA1934	101	92	49	63	6	11	5	6	host	gene-PA1934	False	
gene-PA1866	84	63	42	64	10	9	6	5	host	gene-PA1866	False	
gene-PA4549	6	8	2	4	1	0	0	0	host	fimT	False	
gene-PA1248	110	136	42	122	9	10	1	0	host	aprF	False	
gene-PA1854	40	29	23	35	4	9	7	5	host	gene-PA1854	False	
gene-PA5277	254	259	173	234	27	33	17	21	host	lysA	False	
gene-PA0141	22	24	21	33	4	13	2	2	host	gene-PA0141	False	
gene-PA0327	88	58	44	67	11	6	4	3	host	gene-PA0327	False	
gene-PA0699	6	3	2	3	0	3	3	1	host	gene-PA0699	False	
gene-PA1894	1	2	5	8	1	2	1	0	host	gene-PA1894	False	
gene-PA2132	0	0	0	2	0	1	0	2	host	cupA5	False	
gene-PA3304.1	5	9	7	5	0	0	0	0	host	gene-PA3304.1	False	
gene-PA3513	8	11	5	18	0	1	0	2	host	gene-PA3513	False	
gene-PA1379	9	9	2	7	2	4	1	1	host	gene-PA1379	False	
gene-PA1485	7	7	5	7	1	0	3	0	host	gene-PA1485	False	
gene-PA2676	10	6	7	8	1	1	1	0	host	gene-PA2676	False	
gene-PA4359	4	8	0	1	1	0	0	0	host	gene-PA4359	False	
gene-PA1751	108	81	26	40	6	8	3	2	host	gene-PA1751	False	
gene-PA1121	49	50	19	46	6	9	4	4	host	yfiR	False	
gene-PA4771	23	11	22	23	5	1	2	3	host	lldD	False	
gene-PA4382	66	61	30	38	5	6	6	4	host	gene-PA4382	False	
gene-PA1888	37	25	15	15	3	10	7	0	host	gene-PA1888	False	
gene-PA1877	14	18	8	19	3	4	2	2	host	gene-PA1877	False	
gene-PA2601	69	55	17	27	4	5	0	4	host	gene-PA2601	False	
gene-PA3601	14	28	21	10	3	2	0	0	host	gene-PA3601	False	
gene-PA2091	3	2	1	2	0	0	2	0	host	gene-PA2091	False	
gene-PA0366	23	17	10	16	2	5	0	3	host	gene-PA0366	False	
gene-PA2605	19	12	11	9	3	2	3	4	host	gene-PA2605	False	
gene-PA1604	33	27	25	17	11	6	3	6	host	gene-PA1604	False	
gene-PA3522	27	33	14	29	3	7	2	3	host	gene-PA3522	False	
gene-PA3651	142	170	93	199	43	49	29	12	host	cdsA	False	
gene-PA0019	133	109	68	100	20	23	11	9	host	def	False	
gene-PA3248	59	37	28	28	3	7	1	5	host	gene-PA3248	False	
gene-PA2518	5	2	1	5	1	0	0	0	host	xylX	False	
gene-PA0883	4	5	4	2	0	0	0	0	host	gene-PA0883	False	
