Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol	is_outlier	outlier_info
gene-PA2226	7	30	24	11	16	100	0	3	7	2	0	82	host	gene-PA2226	False	
gene-PA2591	70	232	98	16	79	125	5	13	23	8	5	68	host	gene-PA2591	False	
gene-PA2331	3	9	15	3	1	47	3	1	6	0	0	85	host	gene-PA2331	False	
gene-PA0694	6	3	19	1	2	99	0	0	10	0	1	119	host	exbD2	False	
gene-PA3438	198	168	85	93	132	233	22	10	35	8	9	142	host	folE1	False	
gene-PA0151	37	35	50	16	22	344	5	4	46	4	3	473	host	gene-PA0151	False	
gene-PA1743	3	3	7	2	2	22	0	1	6	0	0	21	host	gene-PA1743	False	
gene-PA1295	15	27	17	14	25	100	11	1	6	5	3	60	host	gene-PA1295	False	
gene-PA3060	12	6	17	8	4	111	1	3	10	2	0	225	host	pelE	False	
gene-PA2261	5	6	8	3	3	77	0	6	7	0	0	155	host	gene-PA2261	False	
gene-PA2764	47	49	16	21	41	73	5	4	13	7	4	35	host	gene-PA2764	False	
gene-PA3888	9	12	33	3	4	161	1	2	21	1	1	229	host	gene-PA3888	False	
gene-PA0038	114	226	58	108	128	100	17	31	14	7	6	32	host	gene-PA0038	False	
gene-PA0093	58	57	54	35	45	184	17	36	25	11	11	200	host	gene-PA0093	False	
gene-PA2926	9	5	10	3	7	116	1	6	9	3	1	214	host	hisP	False	
gene-PA4465	230	231	198	149	239	183	40	37	28	20	15	77	host	gene-PA4465	False	
gene-PA2509	3	0	9	2	2	118	0	0	15	0	1	133	host	catB	False	
gene-PA4704	158	145	56	90	132	190	11	27	19	15	14	131	host	cbpA	False	
gene-PA2671	17	23	23	8	16	152	2	4	17	0	5	151	host	gene-PA2671	False	
gene-PA2271	13	13	9	1	5	59	0	0	5	1	1	83	host	gene-PA2271	False	
gene-PA3931	8	10	44	16	25	182	4	1	29	1	0	120	host	gene-PA3931	False	
gene-PA3242	31	32	31	42	57	114	9	15	10	8	5	226	host	gene-PA3242	False	
gene-PA2719	9	15	10	6	12	81	0	2	7	1	1	131	host	gene-PA2719	False	
gene-PA2206	38	29	25	16	23	146	2	7	10	4	4	148	host	gene-PA2206	False	
gene-PA1201	64	60	29	37	34	113	6	4	13	3	4	153	host	gene-PA1201	False	
gene-PA2660	21	20	14	7	13	89	3	9	11	0	0	157	host	gene-PA2660	False	
gene-PA0611	92	74	38	59	59	151	20	15	18	6	7	148	host	prtR	False	
gene-PA1319	7	6	20	12	9	132	2	5	11	7	3	71	host	cyoC	False	
gene-PA0868	30	50	17	91	147	74	8	11	6	11	7	30	host	gene-PA0868	False	
gene-PA2985	18	16	8	8	23	91	1	5	8	4	3	71	host	gene-PA2985	False	
gene-PA2205	25	21	26	10	13	116	3	3	9	3	3	121	host	gene-PA2205	False	
gene-PA0068	151	78	41	41	39	123	9	9	7	5	1	325	host	gene-PA0068	False	
gene-PA2220	22	42	44	9	16	198	1	6	23	1	2	112	host	gene-PA2220	False	
gene-PA4355	3	6	48	4	5	129	0	1	20	2	0	174	host	gene-PA4355	False	
gene-PA1357	126	107	15	26	40	58	5	10	3	5	2	154	host	gene-PA1357	False	
gene-PA0678	2	2	6	3	0	34	0	0	3	2	0	47	host	gene-PA0678	False	
gene-PA1741	25	35	9	16	27	52	8	8	10	6	7	71	host	gene-PA1741	False	
gene-PA0391	234	163	65	61	77	275	18	11	41	3	7	407	host	gene-PA0391	False	
gene-PA1739	7	8	15	6	8	91	2	2	15	2	1	61	host	gene-PA1739	False	
gene-PA2454	35	15	18	27	43	105	6	2	21	1	2	130	host	gene-PA2454	False	
gene-PA1809	47	33	28	38	46	130	10	12	12	17	11	60	host	gene-PA1809	False	
gene-PA4363	39	20	20	7	13	111	4	3	19	2	0	153	host	iciA	False	
gene-PA1992	111	76	27	72	62	145	5	6	11	1	2	274	host	ercS	False	
gene-PA4905	11	12	20	10	11	80	2	1	12	1	0	136	host	vanB	False	
gene-PA4901	7	4	30	1	8	126	0	0	14	0	1	309	host	mdlC	False	
gene-PA3723	134	81	51	35	62	160	13	9	18	4	4	307	host	gene-PA3723	False	
gene-PA2541	124	139	38	124	186	117	37	41	18	20	11	104	host	gene-PA2541	False	
gene-PA3911	8	1	14	3	6	83	0	2	6	0	0	136	host	gene-PA3911	False	
gene-PA5434	23	31	54	9	18	277	5	2	40	3	1	261	host	mtr	False	
gene-PA1937	42	31	21	8	19	64	4	7	6	3	1	32	host	gene-PA1937	False	
gene-PA2588	19	22	29	7	7	120	4	5	13	3	2	114	host	gene-PA2588	False	
gene-PA1195	13	7	18	5	11	86	2	2	10	2	1	93	host	gene-PA1195	False	
gene-PA5279	137	116	117	96	120	184	19	28	36	20	7	199	host	gene-PA5279	False	
gene-PA3719	3	3	3	4	3	33	0	3	5	0	0	51	host	armR	False	
gene-PA1475	39	35	11	45	51	96	10	10	12	9	10	119	host	ccmA	False	
gene-PA3235	138	125	29	73	127	63	8	3	8	1	3	109	host	gene-PA3235	False	
gene-PA5063	47	57	63	55	56	218	8	14	17	12	11	176	host	ubiE	False	
gene-PA0433	33	38	16	2	7	60	1	2	12	2	4	174	host	gene-PA0433	False	
gene-PA1573	101	78	32	64	80	95	12	13	12	9	7	93	host	gene-PA1573	False	
gene-PA5157	9	10	20	5	8	166	3	0	22	3	0	186	host	gene-PA5157	False	
gene-PA3382	2	0	19	0	2	166	0	0	7	0	0	333	host	phnE	False	
gene-PA4693	189	262	74	214	256	266	53	53	36	34	24	220	host	pssA	False	
gene-PA0232	24	14	29	11	13	74	2	2	11	1	2	176	host	pcaC	False	
gene-PA3904	11	10	25	5	4	62	1	4	3	2	1	39	host	gene-PA3904	False	
gene-PPLUZ19_gp42	0	0	0	75	85	22321	10	42	4013	7967	5672	69700	phage	gp42	False	
gene-PA2783	14	15	19	9	14	181	1	4	34	2	4	318	host	gene-PA2783	False	
gene-PA2022	23	21	24	20	22	143	5	5	11	3	0	191	host	gene-PA2022	False	
gene-PA2849	11	8	20	1	10	111	1	0	6	1	2	72	host	ohrR	False	
gene-PA1036	135	91	26	28	53	82	7	7	8	3	3	91	host	gene-PA1036	False	
gene-PA3692	78	59	41	103	80	183	31	13	16	11	11	262	host	lptF	False	
gene-PA4739	180	96	36	106	103	82	19	40	7	22	10	38	host	gene-PA4739	False	
gene-PA2474	10	11	21	13	9	153	4	3	14	1	0	263	host	gene-PA2474	False	
gene-PA3792	233	275	201	125	195	329	25	29	41	17	7	313	host	leuA	False	
gene-PA2281	25	23	23	24	33	129	12	10	10	5	6	157	host	gene-PA2281	False	
gene-PA2311	3	3	3	0	0	30	0	1	1	1	0	33	host	gene-PA2311	False	
gene-PA3306	62	71	18	21	28	92	4	7	13	9	4	145	host	gene-PA3306	False	
gene-PA1576	175	95	18	84	114	94	11	19	13	11	5	155	host	gene-PA1576	False	
gene-PA4487	163	175	91	110	162	165	21	24	22	27	17	338	host	gene-PA4487	False	
gene-PA1791	37	52	77	47	55	229	30	39	45	29	22	159	host	gene-PA1791	False	
gene-PA2152	27	31	30	13	16	242	4	5	27	5	1	369	host	gene-PA2152	False	
gene-PA3006	114	132	129	32	47	138	11	9	15	11	16	92	host	psrA	False	
gene-PA3670	139	136	62	28	38	275	7	5	36	8	2	407	host	gene-PA3670	False	
gene-PA2137	3	2	10	3	2	88	1	0	10	1	0	173	host	gene-PA2137	False	
gene-PA5376	81	82	68	76	75	302	9	13	32	12	10	376	host	gene-PA5376	False	
gene-PA3020	56	80	37	55	90	235	17	8	27	5	7	238	host	gene-PA3020	False	
gene-PA0471	159	140	21	8	10	148	4	3	12	4	3	167	host	gene-PA0471	False	
gene-PA0277	18	12	38	9	19	123	13	17	12	10	9	204	host	gene-PA0277	False	
gene-PA1284	39	29	51	24	36	302	7	7	34	3	2	440	host	gene-PA1284	False	
gene-PA1291	30	25	13	13	11	101	3	3	9	3	1	135	host	gene-PA1291	False	
gene-PA3071	32	38	17	19	29	67	5	9	14	5	3	140	host	gene-PA3071	False	
gene-PA5413	202	191	69	172	195	229	35	26	20	16	19	347	host	ltaA	False	
gene-PA1312	9	11	12	7	6	117	3	3	14	0	1	251	host	gene-PA1312	False	
gene-PA4702	15	22	18	17	21	98	3	6	10	2	2	189	host	gene-PA4702	False	
gene-PA4902	7	7	16	5	7	135	1	3	25	0	1	138	host	gene-PA4902	False	
gene-PA1216	0	2	23	2	3	134	2	2	9	0	0	223	host	gene-PA1216	False	
gene-PA4015	41	32	29	36	33	189	4	5	20	4	3	210	host	gene-PA4015	False	
gene-PA2918	42	37	32	22	34	163	9	8	31	8	2	219	host	gene-PA2918	False	
gene-PA1631	41	18	24	11	14	146	1	1	21	1	1	194	host	gene-PA1631	False	
gene-PA4490	15	29	31	20	39	179	8	26	13	8	7	286	host	gene-PA4490	False	
gene-PA0527	158	102	72	30	60	183	18	23	25	13	8	190	host	dnr	False	
gene-PA1437	63	42	20	22	21	101	2	7	17	1	2	121	host	gene-PA1437	False	
gene-PA5504	53	58	37	111	105	202	15	21	22	8	10	230	host	gene-PA5504	False	
gene-PA3362	24	21	30	14	25	123	3	8	14	2	2	66	host	gene-PA3362	False	
gene-PA3995	17	9	22	9	13	221	1	2	33	0	0	192	host	gene-PA3995	False	
gene-PA4955	51	38	55	17	15	222	6	2	21	5	3	370	host	gene-PA4955	False	
gene-PA1942	4	2	15	6	5	48	2	2	6	1	1	43	host	gene-PA1942	False	
gene-PA1807	61	51	67	97	86	243	16	11	28	14	22	194	host	gene-PA1807	False	
gene-PA2475	36	35	26	20	24	159	8	8	24	5	2	354	host	gene-PA2475	False	
gene-PA4148	2	9	23	2	6	98	1	2	7	1	1	133	host	gene-PA4148	False	
gene-PA1105	85	53	139	50	66	82	7	12	6	3	6	49	host	fliJ	False	
gene-PA1467	39	19	19	30	32	90	5	3	10	0	3	132	host	gene-PA1467	False	
gene-PA1471	18	7	10	9	8	101	3	4	9	1	1	157	host	gene-PA1471	False	
gene-PA1839	16	10	21	14	30	127	9	16	10	7	3	183	host	gene-PA1839	False	
gene-PA1420	55	15	8	28	16	71	3	6	9	0	1	132	host	gene-PA1420	False	
gene-PA0534	19	18	54	14	44	203	2	3	21	4	1	449	host	gene-PA0534	False	
gene-PA2884	77	66	47	38	37	155	5	11	24	8	6	220	host	gene-PA2884	False	
gene-PA3140	47	22	47	20	31	411	9	10	40	5	4	117	host	gene-PA3140	False	
gene-PA2056	18	9	11	3	6	102	1	3	10	2	1	204	host	gene-PA2056	False	
gene-PA3844	74	61	29	18	30	175	2	2	17	2	1	219	host	gene-PA3844	False	
gene-PA2750	24	15	11	13	22	52	1	4	11	4	2	20	host	gene-PA2750	False	
gene-PA2860	84	96	27	56	78	92	26	36	18	22	16	127	host	gene-PA2860	False	
gene-PA0031	46	49	50	12	22	241	9	5	35	5	9	280	host	betC	False	
gene-PA1062	107	70	195	41	81	124	12	6	17	8	7	181	host	gene-PA1062	False	
gene-PA2230	31	26	12	23	54	68	5	6	6	5	3	130	host	gene-PA2230	False	
gene-PA1199	210	222	21	47	66	45	7	15	8	10	5	113	host	gene-PA1199	False	
gene-PA4769	174	183	57	103	268	289	25	36	31	18	15	228	host	gene-PA4769	False	
gene-PA4515	48	54	28	24	23	164	5	8	25	5	2	177	host	gene-PA4515	False	
gene-PA4397	12	15	8	4	9	78	3	4	6	3	0	153	host	panE	False	
gene-PA5080	86	87	36	25	54	258	11	20	29	8	4	335	host	gene-PA5080	False	
gene-PA2276	9	10	10	13	18	110	5	5	9	5	1	95	host	gene-PA2276	False	
gene-PA3892	14	19	27	7	6	192	0	1	23	0	0	245	host	gene-PA3892	False	
gene-PA2324	4	6	15	6	3	80	1	1	12	2	0	186	host	gene-PA2324	False	
gene-PA4555	100	83	60	155	168	150	49	38	25	8	11	68	host	pilY2	False	
gene-PA1282	4	7	11	7	4	104	2	1	11	1	0	178	host	gene-PA1282	False	
gene-PA2925	7	1	12	4	4	127	0	0	15	1	1	151	host	hisM	False	
gene-PA2200	190	168	54	145	249	199	26	38	15	23	13	147	host	gene-PA2200	False	
gene-PA2720	80	84	33	47	86	90	11	11	11	11	7	92	host	gene-PA2720	False	
gene-PA0512	1	1	16	0	1	84	0	1	16	0	1	150	host	gene-PA0512	False	
gene-PA4866	23	25	20	6	11	93	3	2	11	1	3	351	host	gene-PA4866	False	
gene-PA0910	18	32	10	22	45	84	15	12	10	11	3	50	host	gene-PA0910	False	
gene-PA5383	17	15	35	6	8	219	4	1	33	5	6	378	host	gene-PA5383	False	
gene-PA2070	22	19	53	13	17	335	4	6	35	2	2	523	host	gene-PA2070	False	
gene-PA1258	2	3	27	5	4	136	0	1	18	1	0	301	host	gene-PA1258	False	
gene-PA3226	73	47	40	46	58	163	9	2	14	7	2	125	host	gene-PA3226	False	
gene-PA0806	13	7	20	6	11	80	1	2	5	1	0	83	host	gene-PA0806	False	
gene-PA3665	61	39	19	33	38	56	14	8	8	4	4	111	host	gene-PA3665	False	
gene-PA1764	22	22	20	29	29	206	2	4	29	2	2	242	host	gene-PA1764	False	
gene-PA4913	78	93	76	68	88	249	11	13	33	4	4	261	host	gene-PA4913	False	
gene-PA1522	65	43	10	35	40	88	8	13	10	3	5	74	host	gene-PA1522	False	
gene-PA5183	18	17	17	13	22	58	6	2	6	2	2	39	host	gene-PA5183	False	
gene-PA3468	109	86	72	69	79	282	12	10	28	9	4	403	host	gene-PA3468	False	
gene-PA1176	10	12	10	2	6	31	1	0	3	1	0	26	host	napF	False	
gene-PA5495	98	99	129	71	123	185	20	20	23	13	11	63	host	thrB	False	
gene-PA1756	24	18	28	14	15	150	7	4	19	5	6	48	host	cysH	False	
gene-PA3948	28	58	128	35	56	155	9	6	24	9	6	243	host	rocA1	False	
gene-PA0591	38	30	24	30	35	98	6	16	8	5	7	218	host	gene-PA0591	False	
gene-PA0800	14	25	9	3	7	69	0	5	11	1	3	109	host	gene-PA0800	False	
gene-PA2880	2	1	13	3	1	109	1	1	16	0	0	83	host	gene-PA2880	False	
gene-PA1057	25	31	19	28	39	107	6	3	14	2	2	149	host	gene-PA1057	False	
gene-PA1293	96	108	75	65	85	199	21	20	27	9	9	210	host	gene-PA1293	False	
gene-PA3757	8	1	37	1	3	237	0	1	26	1	0	258	host	gene-PA3757	False	
gene-PA4914	17	9	35	3	3	272	2	2	24	0	2	301	host	gene-PA4914	False	
gene-PA0217	39	23	41	10	20	265	4	4	23	3	0	236	host	gene-PA0217	False	
gene-PA2933	6	3	21	7	5	85	1	0	17	3	0	131	host	gene-PA2933	False	
gene-PA1547	25	18	13	8	16	67	2	2	3	4	0	104	host	gene-PA1547	False	
gene-PA0168	108	62	15	6	17	48	3	4	6	4	3	111	host	gene-PA0168	False	
gene-PA3078	60	55	38	134	204	172	20	10	22	6	6	418	host	gene-PA3078	False	
gene-PA1015	54	55	30	15	36	128	7	12	55	6	3	130	host	gene-PA1015	False	
gene-PA1738	31	40	22	8	15	102	5	9	15	1	3	266	host	gene-PA1738	False	
gene-PA0647	117	150	89	68	114	227	36	55	28	30	18	85	host	gene-PA0647	False	
gene-PA2171	5	3	11	2	0	64	0	1	6	0	0	60	host	gene-PA2171	False	
gene-PA1442	203	187	46	91	157	109	22	22	13	17	15	51	host	gene-PA1442	False	
gene-PA1700	157	42	4	80	18	34	32	7	6	4	5	32	host	gene-PA1700	False	
gene-PA2055	6	1	14	6	5	58	1	0	8	1	0	75	host	gene-PA2055	False	
gene-PA4620	7	7	25	10	26	90	3	3	20	2	0	91	host	gene-PA4620	False	
gene-PA3291	12	27	78	6	25	423	1	4	38	2	1	218	host	gene-PA3291	False	
gene-PA4918	30	29	147	4	13	124	3	3	20	0	1	247	host	gene-PA4918	False	
gene-PA2049	128	102	48	43	81	165	9	15	20	7	5	328	host	gene-PA2049	False	
gene-PA2058	4	5	22	2	0	153	0	0	22	0	1	346	host	gene-PA2058	False	
gene-PA5410	15	13	45	4	15	270	2	5	38	0	2	207	host	gbcA	False	
gene-PA1268	5	6	9	0	1	63	0	0	7	0	0	140	host	gene-PA1268	False	
gene-PA1200	83	64	13	21	40	58	9	10	6	1	2	166	host	gene-PA1200	False	
gene-PA1280	8	9	9	7	9	36	3	1	6	0	0	70	host	gene-PA1280	False	
gene-PA5433	19	14	21	5	16	121	4	3	9	0	3	172	host	gene-PA5433	False	
gene-PA1737	154	130	73	85	88	239	13	12	36	6	6	361	host	gene-PA1737	False	
gene-PA1106	86	73	161	50	90	183	9	16	13	10	6	292	host	gene-PA1106	False	
gene-PA1728	84	108	60	52	86	68	17	20	17	5	5	80	host	gene-PA1728	False	
gene-PA2608	38	24	21	14	28	65	3	7	7	2	2	66	host	gene-PA2608	False	
gene-PA1276	8	10	5	3	10	51	0	3	7	0	0	98	host	cobC	False	
gene-PA1666	9	14	38	8	14	130	5	5	21	6	1	66	host	gene-PA1666	False	
gene-PA4384	6	7	29	4	7	165	1	0	22	2	1	129	host	gene-PA4384	False	
gene-PA1642	125	131	40	82	95	195	37	40	15	25	18	250	host	selD	False	
gene-PA0808	33	20	11	19	25	86	6	9	15	5	0	156	host	gene-PA0808	False	
gene-PA0944	87	99	44	98	150	187	32	44	19	24	21	122	host	purN	False	
gene-PA3523	2	12	21	5	3	161	1	2	15	0	2	359	host	gene-PA3523	False	
gene-PA0936	118	109	59	91	121	211	35	31	27	17	11	95	host	lpxO2	False	
gene-PA1366	170	165	115	71	143	203	23	18	21	9	7	127	host	gene-PA1366	False	
gene-PA5465	70	58	22	38	94	153	12	12	8	4	5	151	host	gene-PA5465	False	
gene-PA2703	5	8	20	5	5	50	4	11	7	3	2	66	host	gene-PA2703	False	
gene-PA0729.1	13	42	36	25	42	129	5	6	26	4	2	49	host	gene-PA0729.1	False	
gene-PA1962	1	5	11	1	2	90	0	1	9	0	1	179	host	azoR2	False	
gene-PA4162	68	63	88	20	29	94	5	12	16	1	3	139	host	gene-PA4162	False	
gene-PA4767	133	140	28	78	127	118	22	25	19	20	16	87	host	gene-PA4767	False	
gene-PA0204	12	8	41	11	6	201	2	4	25	2	0	138	host	gene-PA0204	False	
gene-PA3367	27	32	33	28	35	114	7	13	21	5	2	69	host	gene-PA3367	False	
gene-PA3797	179	192	41	82	140	139	19	24	16	14	11	146	host	gene-PA3797	False	
gene-PA3389	1	2	20	1	0	122	1	1	24	0	1	60	host	gene-PA3389	False	
gene-PA5221	143	102	158	87	140	118	16	13	22	7	6	240	host	gene-PA5221	False	
gene-PA4883	1	0	20	2	4	144	0	1	11	0	0	233	host	gene-PA4883	False	
gene-PA4134	11	12	49	6	17	110	2	7	6	4	2	161	host	gene-PA4134	False	
gene-PA4089	15	12	11	5	1	62	1	0	11	2	0	77	host	gene-PA4089	False	
gene-PA3990	2	2	25	5	2	144	0	2	14	1	0	176	host	gene-PA3990	False	
gene-PA5464	99	84	51	89	128	252	16	22	33	9	6	415	host	gene-PA5464	False	
gene-PA1394	5	0	3	1	5	34	1	1	3	1	0	29	host	gene-PA1394	False	
gene-PA1174	28	29	79	18	34	386	4	9	31	6	3	526	host	napA	False	
gene-PA4360a	3	2	1	3	1	19	1	1	1	1	0	48	host	gene-PA4360a	False	
gene-PA2278	5	2	8	2	4	102	1	3	8	2	0	136	host	arsB	False	
gene-PA2241	21	10	8	20	20	85	7	3	7	0	2	170	host	pslK	False	
gene-PA0212	5	5	20	2	18	56	1	4	10	1	0	110	host	mdcE	False	
gene-PA3419	19	13	17	8	8	121	2	2	11	3	1	168	host	gene-PA3419	False	
gene-PA3505	13	9	12	12	10	74	2	6	9	0	1	113	host	gene-PA3505	False	
gene-PA2054	16	11	13	10	8	63	3	2	6	0	1	92	host	cynR	False	
gene-PA2207	5	3	24	6	3	160	1	0	20	0	1	295	host	gene-PA2207	False	
gene-PA4392	58	104	14	20	39	96	14	10	8	7	4	60	host	gene-PA4392	False	
gene-PA5524	64	63	53	25	37	123	9	14	29	8	4	208	host	gene-PA5524	False	
gene-PA3089	24	12	10	3	11	55	2	3	9	0	0	64	host	gene-PA3089	False	
gene-PA3100	199	132	38	101	122	96	7	12	10	8	4	122	host	xcpU	False	
gene-PA0879	11	11	16	7	7	202	1	0	15	2	0	298	host	gene-PA0879	False	
gene-PA5125	121	66	135	57	67	278	17	19	19	7	7	317	host	ntrC	False	
gene-PA2097	12	12	25	10	18	137	2	0	13	0	0	168	host	gene-PA2097	False	
gene-PA0503	73	80	19	82	164	71	17	17	9	8	1	109	host	gene-PA0503	False	
gene-PA1255	3	4	6	2	2	137	1	0	15	0	0	346	host	gene-PA1255	False	
gene-PA3122	112	80	43	38	41	187	7	6	9	2	4	386	host	gene-PA3122	False	
gene-PA3514	19	13	17	4	10	151	1	2	11	0	0	332	host	gene-PA3514	False	
gene-PA0239	11	8	31	12	5	221	1	1	18	1	3	377	host	gene-PA0239	False	
gene-PA0089	40	63	68	47	94	236	6	21	25	10	6	318	host	gene-PA0089	False	
gene-PA3480	111	134	53	96	158	174	38	44	25	32	21	85	host	gene-PA3480	False	
gene-PA0172	45	69	48	19	43	287	5	5	40	3	3	395	host	gene-PA0172	False	
gene-PA2289	192	187	66	172	241	300	19	33	36	9	10	351	host	gene-PA2289	False	
gene-PA3433	25	20	23	14	20	154	4	7	18	4	2	220	host	gene-PA3433	False	
gene-PA4437	28	26	16	25	41	156	9	4	26	7	1	140	host	gene-PA4437	False	
gene-PA0017	50	40	23	74	77	117	13	16	15	8	12	209	host	gene-PA0017	False	
gene-PA2744.1	6	17	5	24	27	25	6	6	5	4	4	28	host	gene-PA2744.1	False	
gene-PA3662	150	135	155	30	56	109	13	18	10	8	2	124	host	gene-PA3662	False	
gene-PA1638	19	29	16	11	18	109	4	3	8	4	2	230	host	gene-PA1638	False	
gene-PA1277	10	9	21	9	21	95	2	1	11	0	0	239	host	cobQ	False	
gene-PA0329	161	227	65	111	157	128	45	33	16	14	14	106	host	gene-PA0329	False	
gene-PA0011	150	165	87	81	127	313	31	37	36	22	11	180	host	gene-PA0011	False	
gene-PA0530	34	13	27	23	55	179	2	2	23	2	4	303	host	gene-PA0530	False	
gene-PA3178	97	56	21	25	37	49	10	8	12	6	6	54	host	gene-PA3178	False	
gene-PA0059	30	13	18	16	7	114	2	3	13	3	1	265	host	osmC	False	
gene-PA1790	39	32	16	38	64	95	20	18	23	11	6	146	host	gene-PA1790	False	
gene-PA0452	18	12	44	7	4	233	1	5	35	3	2	150	host	gene-PA0452	False	
gene-PA3046	175	179	100	140	185	147	27	53	12	33	14	56	host	gene-PA3046	False	
gene-PA1889	37	33	33	18	25	193	10	6	18	5	6	242	host	gene-PA1889	False	
gene-PA1218	14	12	30	4	5	164	1	5	23	0	3	174	host	gene-PA1218	False	
gene-PA4855	87	145	86	58	131	285	31	49	36	32	14	424	host	purD	False	
gene-PA1191	32	26	35	23	30	140	3	3	15	3	1	122	host	gene-PA1191	False	
gene-PA2382	23	29	20	28	28	118	7	2	6	3	5	230	host	lldA	False	
gene-PA3688	48	41	27	14	20	110	8	8	7	0	0	192	host	gene-PA3688	False	
gene-PA4537	13	14	12	9	12	59	2	2	13	1	2	49	host	gene-PA4537	False	
gene-PA5185	42	43	12	18	31	71	4	1	14	0	1	121	host	gene-PA5185	False	
gene-PA2679	132	76	14	36	56	98	4	2	8	6	5	155	host	gene-PA2679	False	
gene-PA3533	120	104	62	139	195	92	48	44	17	29	20	64	host	gene-PA3533	False	
gene-PA4888	15	99	42	56	167	183	8	6	18	2	2	103	host	desB	False	
gene-PA5289	26	17	15	11	20	76	6	4	13	2	2	134	host	gene-PA5289	False	
gene-PA2050	1	1	8	1	2	56	1	0	4	0	0	149	host	gene-PA2050	False	
gene-PA3029	105	86	29	71	67	145	10	10	11	4	5	134	host	moaB2	False	
gene-PA2632	30	52	46	30	40	168	8	11	12	7	4	269	host	gene-PA2632	False	
gene-PA2465	3	11	22	10	24	157	1	0	19	0	0	292	host	gene-PA2465	False	
gene-PA4683	66	66	64	26	42	157	12	13	13	13	9	111	host	gene-PA4683	False	
gene-PA2674	4	6	13	6	6	60	0	0	7	3	2	65	host	gene-PA2674	False	
gene-PA0166	15	9	32	6	11	261	5	2	31	2	1	442	host	gene-PA0166	False	
gene-PA3621	52	44	79	70	101	269	36	31	42	34	19	112	host	fdxA	False	
gene-PA1594	32	47	10	13	27	58	6	9	6	3	3	48	host	gene-PA1594	False	
gene-PA1995	19	16	9	15	19	56	9	3	5	3	1	109	host	gene-PA1995	False	
gene-PA5479	69	86	101	38	52	460	17	22	65	12	11	463	host	gltP	False	
gene-PA0705	71	74	113	49	84	211	27	26	27	12	7	133	host	migA	False	
gene-PA3085	34	44	16	46	55	65	13	8	7	11	6	44	host	gene-PA3085	False	
gene-PA3949	89	72	44	31	80	142	18	14	19	11	6	128	host	gene-PA3949	False	
gene-PA3926	32	27	28	21	25	186	7	9	34	2	2	362	host	gene-PA3926	False	
gene-PA3755	59	64	32	16	20	153	5	8	12	4	2	148	host	gene-PA3755	False	
gene-PA1677	51	16	21	24	27	47	7	9	13	7	2	78	host	gene-PA1677	False	
gene-PA3098	151	94	40	87	127	114	6	10	12	6	3	162	host	xcpW	False	
gene-PA3902	48	37	18	32	36	119	3	5	10	1	2	90	host	gene-PA3902	False	
gene-PA0386	22	32	30	18	49	215	4	9	24	5	6	341	host	gene-PA0386	False	
gene-PA4318	30	44	51	30	40	246	9	13	25	10	6	476	host	gene-PA4318	False	
gene-PA1133	15	15	4	14	24	72	5	2	5	0	0	110	host	gene-PA1133	False	
gene-PA2746a	24	19	13	10	23	70	3	6	3	2	4	86	host	gene-PA2746a	False	
gene-PA2863	48	16	13	11	7	108	0	3	11	0	0	274	host	lipH	False	
gene-PA0114	85	70	74	27	43	261	11	9	38	6	6	338	host	senC	False	
gene-PA1732	9	20	12	11	20	87	5	3	9	2	0	179	host	gene-PA1732	False	
gene-PA3794	49	60	37	26	53	158	11	11	17	7	4	60	host	gene-PA3794	False	
gene-PA3205	17	16	21	13	8	96	4	4	9	0	0	164	host	gene-PA3205	False	
gene-PA3281	9	13	10	5	9	105	2	0	8	0	1	113	host	gene-PA3281	False	
gene-PA1148	90	51	35	185	178	190	52	40	22	17	16	310	host	toxA	False	
gene-PA2535	23	18	32	30	56	141	17	20	21	18	8	182	host	gene-PA2535	False	
gene-PA0154	15	10	27	19	21	142	3	5	15	1	0	238	host	pcaG	False	
gene-PA1066	19	17	17	9	10	84	4	2	13	2	3	109	host	gene-PA1066	False	
gene-PA1027	77	58	49	29	34	220	11	5	32	6	4	211	host	gene-PA1027	False	
gene-PA1314	16	12	13	7	9	59	1	3	6	1	1	99	host	gene-PA1314	False	
gene-PA2754	20	17	217	9	2	63	1	4	6	6	0	72	host	gene-PA2754	False	
gene-PA1486	12	17	12	8	13	66	2	1	9	0	1	142	host	gene-PA1486	False	
gene-PA2041	118	98	84	181	179	269	30	16	28	8	11	117	host	gene-PA2041	False	
gene-PA3176	14	11	16	13	13	147	3	6	16	4	1	132	host	gltS	False	
gene-PA4892	7	7	7	4	7	44	1	1	8	1	1	74	host	ureF	False	
gene-PA2984	50	28	40	15	28	191	5	5	30	6	2	394	host	gene-PA2984	False	
gene-PA5503	39	49	37	70	66	273	19	21	18	12	7	195	host	gene-PA5503	False	
gene-PA1371	69	151	151	79	156	371	20	35	30	2	1	150	host	gene-PA1371	False	
gene-PA2288	18	17	3	19	22	34	4	4	1	2	1	57	host	gene-PA2288	False	
gene-PA0129	38	26	56	19	48	370	7	11	41	7	5	293	host	gabP	False	
gene-PA2919	27	11	9	3	6	24	1	1	5	0	1	63	host	gene-PA2919	False	
gene-PA0540	32	27	16	36	36	59	3	5	10	1	2	79	host	gene-PA0540	False	
gene-PA1428a	20	18	37	11	14	279	3	2	29	1	1	328	host	gene-PA1428a	False	
