Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol	is_outlier	outlier_info
gene-SAURSH1000_RS12135	134	172	208	178	140	221	223	127	192	158	114	71	95	114	55	33	37	19	19	43	10	host	gene-SAURSH1000_RS12135	False	
gene-SAURSH1000_RS01620	231	261	226	342	362	331	387	571	269	403	650	101	289	536	46	68	162	30	62	144	19	host	gene-SAURSH1000_RS01620	False	
gene-SAURSH1000_RS13050	2	62	3	14	6	4	6	9	8	7	12	3	6	39	3	4	4	5	1	2	0	host	hisH	False	
gene-SAURSH1000_RS03735	389	546	367	407	669	519	290	618	248	591	482	175	489	463	240	175	171	61	58	161	36	host	gene-SAURSH1000_RS03735	False	
gene-SAURSH1000_RS03965	37	115	30	46	62	33	63	44	46	91	68	32	85	167	24	21	33	16	10	24	13	host	gene-SAURSH1000_RS03965	False	
gene-SAURSH1000_RS12530	60	36	45	73	39	57	80	25	50	63	52	43	38	42	25	16	13	7	8	17	2	host	gene-SAURSH1000_RS12530	False	
gene-SAURSH1000_RS08360	372	305	316	470	489	307	496	446	396	365	468	190	125	361	70	87	82	28	65	80	16	host	gene-SAURSH1000_RS08360	False	
gene-SAURSH1000_RS03935	366	434	474	862	332	474	960	335	571	942	372	259	473	401	124	110	152	80	93	122	28	host	gene-SAURSH1000_RS03935	False	
gene-SAURSH1000_RS01965	237	346	245	321	291	232	340	304	236	291	299	106	179	433	46	67	86	27	56	89	20	host	gene-SAURSH1000_RS01965	False	
gene-SAURSH1000_RS12170	10	4	11	10	9	11	15	12	9	28	5	5	13	11	2	4	6	2	0	2	3	host	gene-SAURSH1000_RS12170	False	
gene-SAURSH1000_RS08425	178	97	101	272	92	128	259	169	140	274	289	88	144	161	34	36	45	13	64	42	12	host	arsB	False	
gene-SAURSH1000_RS03470	246	389	296	344	410	373	374	345	307	294	331	147	210	262	95	55	88	30	47	77	18	host	gene-SAURSH1000_RS03470	False	
gene-SAURSH1000_RS06000	393	259	331	640	264	291	738	235	357	751	294	220	469	381	111	153	113	36	120	118	31	host	gene-SAURSH1000_RS06000	False	
gene-SAURSH1000_RS04055	192	135	157	281	231	174	346	211	188	292	289	139	176	218	61	55	88	17	55	63	8	host	gene-SAURSH1000_RS04055	False	
gene-SAURSH1000_RS09790	952	1108	1163	1225	1040	1306	1260	1191	948	1309	1395	520	620	1167	285	207	357	187	179	368	110	host	gene-SAURSH1000_RS09790	False	
gene-SAURSH1000_RS09735	16	118	14	19	40	8	20	37	14	30	27	5	11	28	7	10	6	9	8	5	2	host	gene-SAURSH1000_RS09735	False	
gene-SAURSH1000_RS03960	57	246	75	85	143	74	130	107	135	186	143	60	122	244	67	23	57	27	15	38	21	host	gene-SAURSH1000_RS03960	False	
gene-SAURSH1000_RS09100	248	381	317	436	470	400	460	365	387	499	327	181	278	299	105	78	111	40	49	104	31	host	gene-SAURSH1000_RS09100	False	
gene-SAURSH1000_RS08120	7	18	11	12	13	4	9	18	5	22	16	4	10	9	1	2	3	2	4	4	1	host	gene-SAURSH1000_RS08120	False	
gene-SAURSH1000_RS00235	48	63	53	68	49	50	87	69	55	105	87	24	58	88	18	20	32	10	17	26	4	host	gene-SAURSH1000_RS00235	False	
gene-SAURSH1000_RS04950	191	113	178	340	207	234	437	401	253	578	697	181	200	513	56	64	166	23	79	139	11	host	gene-SAURSH1000_RS04950	False	
gene-SAURSH1000_RS06775	259	390	267	390	364	282	492	320	332	360	291	131	241	285	65	85	96	22	44	113	25	host	gene-SAURSH1000_RS06775	False	
gene-SAURSH1000_RS09910	102	103	71	112	112	78	176	135	93	100	136	233	60	131	21	32	28	7	8	38	4	host	csoR	False	
gene-SAURSH1000_RS12545	32	27	20	22	36	22	34	40	29	39	42	9	12	33	12	17	5	7	4	6	2	host	gene-SAURSH1000_RS12545	False	
gene-SAURSH1000_RS03450	275	320	309	444	331	299	542	428	319	532	523	173	284	493	100	75	111	34	60	135	26	host	gene-SAURSH1000_RS03450	False	
gene-SAURSH1000_RS10615	101	174	121	201	149	142	193	154	146	342	203	72	231	177	37	49	83	24	29	68	9	host	gene-SAURSH1000_RS10615	False	
gene-SAURSH1000_RS01520	206	129	166	241	118	154	287	125	167	262	173	98	172	238	46	58	66	13	54	68	14	host	gene-SAURSH1000_RS01520	False	
gene-SAURSH1000_RS04975	303	256	262	629	235	244	566	272	336	523	292	215	421	326	93	141	109	44	107	81	27	host	gene-SAURSH1000_RS04975	False	
gene-CPT_phageK_gp006	0	0	0	1	0	0	48	3	17	801	165	1018	1729	1595	1168	332	473	276	155	133	115	phage	gene-CPT_phageK_gp006	False	
gene-SAURSH1000_RS12715	393	192	309	611	202	295	556	178	348	502	230	205	189	135	80	66	51	36	60	49	27	host	gene-SAURSH1000_RS12715	False	
gene-SAURSH1000_RS10805	218	183	165	301	213	188	250	177	192	311	182	113	213	137	47	73	57	24	72	50	14	host	gene-SAURSH1000_RS10805	False	
gene-SAURSH1000_RS12200	11	28	19	5	13	13	15	14	4	15	7	5	10	15	2	7	7	1	3	4	4	host	gene-SAURSH1000_RS12200	False	
gene-SAURSH1000_RS04810	121	538	127	136	572	127	173	413	108	172	248	76	396	397	43	77	169	37	51	119	18	host	purM	False	
gene-SAURSH1000_RS11075	843	576	1237	1493	354	1092	1385	324	892	1278	359	677	1028	548	353	320	268	215	166	265	115	host	gene-SAURSH1000_RS11075	False	
gene-SAURSH1000_RS05880	288	245	258	367	401	260	462	474	266	402	632	153	143	322	46	61	86	29	41	76	16	host	gene-SAURSH1000_RS05880	False	
gene-SAURSH1000_RS13245	621	875	568	753	1142	644	846	1477	560	855	1835	372	399	836	208	153	215	97	125	253	67	host	mnmG	False	
gene-SAURSH1000_RS02890	0	3	1	0	3	1	0	3	0	2	1	0	4	4	2	0	2	0	1	4	0	host	gene-SAURSH1000_RS02890	False	
gene-SAURSH1000_RS04695	178	198	151	236	238	130	260	246	196	266	237	99	129	204	33	41	34	24	41	49	15	host	gene-SAURSH1000_RS04695	False	
gene-SAURSH1000_RS06170	73	132	50	88	90	47	81	87	44	80	80	31	71	163	18	29	39	13	15	29	12	host	thrB	False	
gene-SAURSH1000_RS04380	3	5	0	1	2	2	7	3	2	2	2	1	4	1	1	0	0	1	4	0	0	host	opp4A	False	
gene-SAURSH1000_RS05245	25	30	24	71	33	21	57	50	13	85	71	18	70	65	8	23	30	1	20	28	0	host	gene-SAURSH1000_RS05245	False	
gene-SAURSH1000_RS08680	20	52	26	41	12	37	24	9	18	50	10	12	61	32	22	17	22	6	13	6	6	host	gene-SAURSH1000_RS08680	False	
gene-SAURSH1000_RS09220	431	420	346	598	616	510	654	588	482	622	589	230	330	512	97	115	166	55	90	160	35	host	gene-SAURSH1000_RS09220	False	
gene-SAURSH1000_RS01145	752	439	618	737	1276	628	925	1355	551	499	1398	479	164	440	178	102	73	92	54	88	60	host	lytM	False	
gene-SAURSH1000_RS04690	43	19	40	36	28	27	38	25	31	58	38	19	42	27	19	7	10	5	3	10	2	host	sspA	False	
gene-SAURSH1000_RS06500	19	294	31	31	75	24	36	30	36	52	23	12	62	136	11	18	24	7	11	9	7	host	gene-SAURSH1000_RS06500	False	
gene-SAURSH1000_RS06885	905	1095	1028	1045	1072	1122	1309	1039	872	1049	1200	481	601	1052	265	209	281	73	148	319	70	host	gene-SAURSH1000_RS06885	False	
gene-SAURSH1000_RS02730	136	115	118	199	132	125	186	139	134	170	137	69	78	126	29	38	33	9	44	49	8	host	gene-SAURSH1000_RS02730	False	
gene-SAURSH1000_RS07825	7	5	3	9	9	6	9	12	7	3	10	4	6	4	1	0	2	0	1	0	5	host	radC	False	
gene-SAURSH1000_RS09180	270	300	252	448	267	256	491	335	329	453	459	181	197	356	65	79	87	27	65	97	20	host	yfkAB	False	
gene-SAURSH1000_RS07500	187	208	153	382	226	155	397	242	186	339	303	163	224	244	77	102	82	40	75	70	17	host	gene-SAURSH1000_RS07500	False	
gene-SAURSH1000_RS08175	340	206	367	642	191	332	708	267	404	705	429	284	353	522	113	109	109	57	89	131	39	host	gene-SAURSH1000_RS08175	False	
gene-SAURSH1000_RS08515	158	107	154	153	160	127	186	136	119	133	188	74	58	159	40	33	40	21	27	43	10	host	gene-SAURSH1000_RS08515	False	
gene-SAURSH1000_RS06130	39	54	70	87	78	79	133	79	79	117	88	36	79	106	13	16	32	7	21	24	4	host	gene-SAURSH1000_RS06130	False	
gene-SAURSH1000_RS00100	505	920	545	639	673	496	820	642	455	676	716	296	452	746	174	146	251	85	91	268	52	host	yycF	False	
gene-SAURSH1000_RS11815	103	113	74	89	97	76	92	67	62	133	81	45	103	250	24	85	117	25	42	148	12	host	gene-SAURSH1000_RS11815	False	
gene-SAURSH1000_RS04375	78	568	98	94	321	111	126	304	89	144	184	63	189	331	53	60	83	30	22	47	11	host	gene-SAURSH1000_RS04375	False	
gene-SAURSH1000_RS07765	480	505	413	504	541	419	624	764	376	539	1086	184	249	645	126	103	188	38	71	181	35	host	ruvA	False	
gene-SAURSH1000_RS07685	658	822	651	706	775	598	998	830	628	736	1071	444	449	970	173	175	199	81	112	219	63	host	gene-SAURSH1000_RS07685	False	
gene-SAURSH1000_RS06365	23	40	22	41	47	44	32	33	31	27	33	13	28	31	4	10	10	0	6	5	1	host	gene-SAURSH1000_RS06365	False	
gene-SAURSH1000_RS12795	192	269	260	332	194	319	385	162	285	442	216	119	248	203	83	51	55	21	38	74	14	host	nsaR	False	
gene-SAURSH1000_RS10160	890	804	1100	872	428	970	1025	354	609	1009	307	505	917	585	405	321	301	185	145	430	122	host	deoC	False	
gene-SAURSH1000_RS13125	31	39	26	36	48	22	33	49	35	48	53	17	29	32	13	10	8	10	8	7	2	host	pcp	False	
gene-SAURSH1000_RS09560	35	40	40	70	35	55	43	39	55	105	33	21	86	46	19	16	30	9	16	15	8	host	gene-SAURSH1000_RS09560	False	
gene-SAURSH1000_RS10475	112	142	164	185	223	142	223	164	146	208	155	93	123	195	52	68	61	22	26	50	11	host	gene-SAURSH1000_RS10475	False	
gene-SAURSH1000_RS00995	10	15	12	19	8	14	17	17	11	21	15	7	11	9	3	2	1	2	1	3	1	host	gene-SAURSH1000_RS00995	False	
gene-SAURSH1000_RS03070	764	839	779	1279	731	921	1219	706	773	1340	736	495	880	852	290	250	315	138	191	262	79	host	gene-SAURSH1000_RS03070	False	
gene-SAURSH1000_RS00010	922	1525	937	1286	1466	894	1497	1264	970	1735	1371	520	1028	1335	260	359	367	127	217	382	78	host	dnaN	False	
gene-SAURSH1000_RS06830	281	382	322	328	457	375	393	373	302	362	362	132	222	268	80	62	115	29	50	114	13	host	bshA	False	
gene-SAURSH1000_RS08715	3	5	7	7	6	6	3	11	10	13	12	8	5	13	1	1	3	1	3	2	2	host	lukD	False	
gene-SAURSH1000_RS05510	541	744	605	692	889	626	836	598	635	662	556	285	407	540	144	171	173	66	111	186	33	host	gene-SAURSH1000_RS05510	False	
gene-SAURSH1000_RS11610	49	50	39	78	31	25	68	25	35	62	38	19	45	51	9	24	17	10	11	17	3	host	gene-SAURSH1000_RS11610	False	
gene-SAURSH1000_RS12455	87	216	183	108	46	203	81	22	100	253	37	55	355	130	145	62	101	37	20	66	19	host	gene-SAURSH1000_RS12455	False	
gene-SAURSH1000_RS09650	151	148	260	276	59	158	324	48	205	311	53	124	159	50	64	22	29	23	15	33	14	host	gene-SAURSH1000_RS09650	False	
gene-SAURSH1000_RS06345	589	335	485	906	237	297	877	214	417	857	343	294	488	478	135	215	140	79	136	168	34	host	gene-SAURSH1000_RS06345	False	
gene-SAURSH1000_RS04565	336	296	402	616	402	473	687	368	524	628	368	254	310	252	108	97	100	49	56	121	33	host	gene-SAURSH1000_RS04565	False	
gene-SAURSH1000_RS00005	681	1461	745	930	1344	786	1163	1172	785	1343	1044	378	819	1121	189	289	339	95	157	327	46	host	dnaA	False	
gene-SAURSH1000_RS01450	142	123	196	161	123	175	167	118	129	123	106	92	59	81	36	15	26	12	12	24	5	host	gene-SAURSH1000_RS01450	False	
gene-SAURSH1000_RS02400	37	15	32	80	36	40	85	43	41	94	59	30	68	44	14	14	12	4	17	19	4	host	gene-SAURSH1000_RS02400	False	
gene-SAURSH1000_RS10985	32	23	31	53	25	18	52	26	24	41	23	18	19	28	10	13	15	3	14	9	1	host	yut	False	
gene-SAURSH1000_RS11055	291	177	310	497	241	335	493	357	362	732	491	158	483	527	106	147	180	58	97	129	25	host	nhaC	False	
gene-SAURSH1000_RS13185	7	7	5	11	8	2	3	6	7	7	6	3	4	2	2	1	3	0	0	0	2	host	vraH	False	
gene-SAURSH1000_RS03625	23	24	20	26	45	11	17	23	11	11	22	2	7	13	2	8	5	4	1	2	2	host	gene-SAURSH1000_RS03625	False	
gene-SAURSH1000_RS13240	234	303	205	267	455	247	316	553	197	365	693	107	146	286	97	51	65	34	32	83	15	host	rsmG	False	
gene-SAURSH1000_RS02640	975	807	899	1310	1299	917	1537	1024	1085	1158	1124	495	587	1031	199	255	276	114	178	269	66	host	folE2	False	
gene-SAURSH1000_RS12445	67	81	124	82	53	138	54	41	73	89	30	41	328	169	66	60	100	22	23	74	13	host	crtM	False	
gene-SAURSH1000_RS09345	547	615	532	936	612	471	955	561	563	755	491	263	556	540	109	177	169	59	121	178	38	host	gene-SAURSH1000_RS09345	False	
gene-SAURSH1000_RS07085	495	393	414	808	582	381	876	457	543	813	594	278	467	597	118	150	186	56	124	180	28	host	gene-SAURSH1000_RS07085	False	
gene-SAURSH1000_RS01345	173	85	137	315	53	146	366	67	124	417	150	80	229	475	59	76	130	20	73	195	17	host	gene-SAURSH1000_RS01345	False	
gene-SAURSH1000_RS11130	5	5	2	9	7	2	7	6	6	8	7	2	6	3	1	1	4	0	1	2	0	host	gene-SAURSH1000_RS11130	False	
gene-SAURSH1000_RS02655	129	143	131	146	116	121	191	109	120	167	133	76	117	247	59	46	81	30	25	77	13	host	nagB	False	
gene-SAURSH1000_RS12750	121	134	95	109	136	128	165	268	113	102	360	89	76	204	29	32	60	17	20	73	13	host	gene-SAURSH1000_RS12750	False	
gene-CPT_phageK_gp079	0	0	0	2	0	2	111	8	51	1073	193	1182	1632	1244	1016	341	387	509	210	165	292	phage	gene-CPT_phageK_gp079	False	
gene-SAURSH1000_RS02000	7	35	4	7	16	5	14	11	4	14	8	4	7	8	5	1	3	5	1	1	2	host	gene-SAURSH1000_RS02000	False	
gene-SAURSH1000_RS01595	43	78	42	44	98	42	47	70	45	52	65	20	40	62	7	24	20	5	5	14	1	host	metE	False	
gene-SAURSH1000_RS08710	39	20	20	40	7	17	32	9	26	41	21	13	26	17	11	24	7	5	15	8	3	host	gene-SAURSH1000_RS08710	False	
gene-SAURSH1000_RS02245	446	591	465	652	568	555	659	694	499	726	744	268	336	598	150	97	131	38	88	146	39	host	gene-SAURSH1000_RS02245	False	
gene-SAURSH1000_RS03190	169	136	144	348	186	200	270	232	153	413	258	108	214	232	30	51	86	14	46	56	4	host	gene-SAURSH1000_RS03190	False	
gene-SAURSH1000_RS06665	502	535	631	754	407	709	948	379	635	1071	549	342	785	811	288	178	277	75	112	279	48	host	fakB2	False	
gene-SAURSH1000_RS06995	22	39	30	52	45	41	34	36	30	48	48	11	41	43	9	6	19	1	5	16	2	host	gene-SAURSH1000_RS06995	False	
gene-SAURSH1000_RS02615	309	279	251	459	336	366	448	516	332	483	631	197	255	382	82	64	107	35	57	106	29	host	gene-SAURSH1000_RS02615	False	
gene-CPT_phageK_gp027	0	0	0	20	1	0	24	5	6	1044	101	1072	4250	1815	2610	1679	1917	2037	1040	1350	586	phage	gene-CPT_phageK_gp027	False	
gene-SAURSH1000_RS03185	153	175	122	290	192	190	249	188	173	384	178	112	262	181	58	63	69	24	54	45	11	host	gene-SAURSH1000_RS03185	False	
gene-SAURSH1000_RS12510	43	36	39	57	37	45	65	36	40	53	41	30	38	42	18	6	13	2	11	11	1	host	gene-SAURSH1000_RS12510	False	
gene-SAURSH1000_RS05835	147	162	188	239	187	255	300	216	186	317	344	92	208	204	51	54	79	22	36	80	19	host	truB	False	
gene-CPT_phageK_gp094	0	0	0	20	1	0	37	1	19	975	115	1065	3255	1526	1924	1866	1543	1702	1573	1040	757	phage	gene-CPT_phageK_gp094	False	
gene-SAURSH1000_RS04735	281	215	236	498	308	285	511	340	323	549	411	139	281	352	43	82	111	24	81	132	15	host	fmtA	False	
gene-SAURSH1000_RS03375	157	256	222	286	198	289	318	191	279	374	193	155	357	236	140	72	114	57	53	98	32	host	gene-SAURSH1000_RS03375	False	
gene-SAURSH1000_RS12970	141	268	182	168	198	149	144	105	196	247	90	78	310	181	103	108	137	32	79	71	28	host	gene-SAURSH1000_RS12970	False	
gene-SAURSH1000_RS08825	798	1128	770	1222	443	784	1164	370	690	1464	532	520	1369	884	416	356	366	182	233	289	94	host	gene-SAURSH1000_RS08825	False	
gene-SAURSH1000_RS08300	797	774	674	1382	757	812	1530	1121	824	1471	1500	516	782	1476	219	237	431	103	229	393	68	host	trmB	False	
gene-SAURSH1000_RS06520	41	172	47	59	89	41	64	66	46	63	64	30	56	139	12	13	18	10	8	24	9	host	gene-SAURSH1000_RS06520	False	
gene-SAURSH1000_RS09470	475	362	540	898	319	411	1159	325	543	1292	455	395	882	644	241	235	216	108	127	179	80	host	gene-SAURSH1000_RS09470	False	
gene-SAURSH1000_RS13085	9	15	11	15	10	11	8	11	9	13	9	3	14	18	2	1	5	1	3	2	1	host	gene-SAURSH1000_RS13085	False	
gene-CPT_phageK_gp047	0	0	0	2	0	0	42	7	10	800	128	1032	2048	1773	1351	439	584	354	236	207	143	phage	gene-CPT_phageK_gp047	False	
gene-SAURSH1000_RS03465	669	993	686	1058	1601	867	996	1473	717	916	1193	334	451	696	153	185	208	85	130	191	38	host	recQ	False	
gene-CPT_phageK_gt001	0	0	0	18	0	1	35	3	18	322	95	806	859	904	1075	2279	1138	2730	2350	1475	1308	phage	tRNA-Met	False	
gene-SAURSH1000_RS13175	11	20	12	12	9	17	16	14	12	23	20	6	10	21	1	1	4	0	1	3	0	host	vraD	False	
gene-SAURSH1000_RS02370	879	346	637	678	405	217	905	373	465	602	621	466	277	846	148	280	178	131	196	208	87	host	gene-SAURSH1000_RS02370	False	
gene-SAURSH1000_RS06980	46	57	40	51	56	59	49	74	38	72	76	24	38	54	15	9	12	3	11	21	4	host	gene-SAURSH1000_RS06980	False	
gene-SAURSH1000_RS08390	183	108	437	239	48	236	256	50	166	353	79	155	506	93	166	76	52	67	50	66	35	host	gene-SAURSH1000_RS08390	False	
gene-SAURSH1000_RS09635	9	15	5	15	17	5	16	19	7	17	9	7	15	17	3	5	9	0	4	3	0	host	gene-SAURSH1000_RS09635	False	
gene-SAURSH1000_RS07305	544	661	628	955	616	725	1017	647	705	1439	723	260	871	709	169	177	252	81	135	230	29	host	gene-SAURSH1000_RS07305	False	
gene-SAURSH1000_RS04765	419	355	256	579	229	233	571	273	358	529	369	278	392	485	135	244	167	85	160	180	27	host	gene-SAURSH1000_RS04765	False	
gene-SAURSH1000_RS09165	207	229	173	403	240	194	355	277	242	411	328	132	262	269	80	84	79	45	68	80	23	host	sgtB	False	
gene-SAURSH1000_RS00605	27	23	38	48	12	35	31	14	30	37	21	18	19	21	8	6	7	2	10	5	1	host	gene-SAURSH1000_RS00605	False	
gene-SAURSH1000_RS00075	798	942	872	986	888	1053	1123	1030	652	1149	1140	405	660	976	267	229	299	144	133	320	76	host	rplI	False	
gene-CPT_phageK_gt003	0	0	0	43	0	1	3	2	5	85	21	163	576	403	596	3634	1866	2138	3646	1689	1115	phage	tRNA-Phe	False	
gene-SAURSH1000_RS01410	12	13	4	11	7	4	13	8	5	3	9	0	6	3	0	3	2	2	4	1	1	host	gene-SAURSH1000_RS01410	False	
gene-SAURSH1000_RS03650	392	460	414	463	520	409	583	588	451	513	776	248	247	543	135	102	114	70	82	152	30	host	prfB	False	
gene-SAURSH1000_RS10915	139	190	121	185	160	145	207	224	132	225	256	90	145	276	35	50	93	17	40	103	19	host	mobB	False	
gene-SAURSH1000_RS04070	426	491	455	585	346	470	798	402	456	672	541	243	417	578	153	121	180	60	86	202	31	host	gene-SAURSH1000_RS04070	False	
gene-SAURSH1000_RS06285	91	114	95	168	106	87	152	133	76	168	101	52	71	56	17	31	32	5	24	22	6	host	gene-SAURSH1000_RS06285	False	
gene-SAURSH1000_RS06320	38	36	36	92	48	43	95	52	50	103	48	39	75	53	7	13	19	7	11	17	1	host	gene-SAURSH1000_RS06320	False	
gene-SAURSH1000_RS02015	355	185	280	544	238	262	497	211	299	507	246	197	348	218	95	118	69	45	86	72	36	host	gene-SAURSH1000_RS02015	False	
gene-SAURSH1000_RS12720	1	1	1	0	0	2	0	1	3	1	3	0	0	1	0	0	0	0	0	0	0	host	gene-SAURSH1000_RS12720	False	
gene-SAURSH1000_RS08455	137	117	64	209	159	100	185	189	99	185	223	40	78	160	23	35	37	12	39	35	6	host	gene-SAURSH1000_RS08455	False	
gene-SAURSH1000_RS07675	414	881	629	625	622	571	520	366	546	1061	258	246	1212	406	266	229	247	104	89	197	64	host	gene-SAURSH1000_RS07675	False	
gene-SAURSH1000_RS03730	137	256	198	221	330	192	174	182	180	323	138	96	340	158	100	82	98	31	49	60	22	host	gene-SAURSH1000_RS03730	False	
gene-SAURSH1000_RS08345	223	143	214	323	130	325	314	215	231	397	311	139	192	296	59	56	97	43	57	87	21	host	gene-SAURSH1000_RS08345	False	
gene-SAURSH1000_RS09500	91	69	69	202	88	75	161	90	106	210	104	67	116	63	35	32	19	8	31	12	6	host	gene-SAURSH1000_RS09500	False	
gene-SAURSH1000_RS09955	50	22	16	63	17	38	81	20	28	61	22	28	34	20	12	6	5	2	10	12	7	host	gene-SAURSH1000_RS09955	False	
gene-SAURSH1000_RS11745	30	40	28	30	20	27	25	26	24	42	32	16	46	38	14	13	9	10	10	12	4	host	gtxA	False	
gene-SAURSH1000_RS06485	949	1364	1098	1277	942	1102	1407	871	1033	1182	963	524	678	866	244	244	295	101	182	305	56	host	cvfB	False	
gene-SAURSH1000_RS09690	709	483	664	839	837	628	1003	888	711	637	1043	373	287	792	124	193	185	53	145	245	38	host	tsaD	False	
gene-SAURSH1000_RS12195	25	43	29	31	33	27	42	29	44	31	27	13	23	30	8	10	16	5	5	14	5	host	gene-SAURSH1000_RS12195	False	
gene-SAURSH1000_RS04790	34	74	49	50	112	26	58	82	32	134	84	17	182	468	37	73	114	10	23	104	3	host	purS	False	
gene-CPT_phageK_gp233	0	0	0	30	0	0	57	4	17	1960	204	2268	6433	3011	3841	3261	3070	2805	2200	1879	827	phage	gene-CPT_phageK_gp233	False	
gene-SAURSH1000_RS05070	293	204	287	564	334	406	527	347	370	541	358	181	255	263	57	63	99	16	48	95	10	host	rsmD	False	
gene-SAURSH1000_RS02585	667	1029	765	1056	840	817	1241	765	851	1265	813	470	661	878	237	224	244	128	132	258	50	host	gene-SAURSH1000_RS02585	False	
gene-SAURSH1000_RS06655	466	558	546	691	485	658	789	396	550	979	436	305	648	643	209	170	264	95	122	208	45	host	msrB	False	
gene-SAURSH1000_RS12900	977	986	1066	1419	1137	1097	1639	1048	1084	1635	1186	522	868	1327	262	308	382	132	210	296	95	host	gene-SAURSH1000_RS12900	False	
gene-SAURSH1000_RS01690	8	3	8	6	5	16	6	6	4	14	10	3	10	7	2	3	0	1	3	2	0	host	gene-SAURSH1000_RS01690	False	
gene-SAURSH1000_RS03585	445	518	457	706	791	550	825	773	610	699	797	253	381	624	130	147	198	64	108	221	54	host	gene-SAURSH1000_RS03585	False	
gene-SAURSH1000_RS01850	3	6	4	10	10	4	11	12	9	13	8	0	5	8	3	4	2	3	2	3	2	host	gene-SAURSH1000_RS01850	False	
gene-SAURSH1000_RS10910	162	210	181	220	230	188	199	243	177	218	247	90	140	240	42	51	73	18	33	104	6	host	gene-SAURSH1000_RS10910	False	
gene-CPT_phageK_gp022	0	1	0	36	1	2	6	0	2	419	40	804	3497	1507	3309	3242	2575	3603	2244	2254	1013	phage	gene-CPT_phageK_gp022	False	
gene-SAURSH1000_RS06780	0	0	0	2	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	host	gene-SAURSH1000_RS06780	False	
gene-SAURSH1000_RS04595	13	21	6	15	9	7	14	11	8	18	15	3	10	7	3	2	0	0	2	6	1	host	gene-SAURSH1000_RS04595	False	
gene-SAURSH1000_RS00225	66	32	32	100	52	54	84	64	44	100	96	28	55	47	11	6	11	2	20	19	1	host	gene-SAURSH1000_RS00225	False	
gene-SAURSH1000_RS12920	331	517	303	405	344	388	393	420	342	459	629	173	462	566	145	127	192	59	82	146	38	host	gtfA	False	
gene-SAURSH1000_RS05670	468	382	287	476	732	305	774	1185	423	540	1493	207	165	502	83	88	119	32	80	150	29	host	trmD	False	
gene-SAURSH1000_RS01435	153	104	188	146	136	166	164	83	116	108	93	69	65	70	34	28	21	12	15	29	3	host	gene-SAURSH1000_RS01435	False	
gene-SAURSH1000_RS02785	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	host	gene-SAURSH1000_RS02785	False	
gene-SAURSH1000_RS08475	56	31	24	31	38	30	35	75	27	39	41	12	18	44	3	7	9	1	10	9	0	host	crcB	False	
gene-SAURSH1000_RS12275	256	225	422	327	408	335	401	415	249	339	403	198	183	151	100	74	41	39	46	73	29	host	gene-SAURSH1000_RS12275	False	
gene-SAURSH1000_RS02050	54	46	68	84	51	52	103	65	44	68	110	26	27	75	24	17	26	18	10	33	12	host	gene-SAURSH1000_RS02050	False	
gene-SAURSH1000_RS08625	219	227	231	235	137	234	328	234	185	298	330	135	205	336	94	62	77	35	36	87	21	host	gene-SAURSH1000_RS08625	False	
gene-SAURSH1000_RS13160	125	129	121	159	116	139	127	95	116	137	120	65	149	119	61	50	45	15	49	40	8	host	gene-SAURSH1000_RS13160	False	
gene-SAURSH1000_RS11990	247	197	210	463	215	265	440	192	306	442	224	167	230	155	88	56	54	36	60	39	25	host	gene-SAURSH1000_RS11990	False	
gene-SAURSH1000_RS07140	777	1083	672	838	776	761	925	909	529	920	1261	346	824	1461	178	293	479	120	154	466	70	host	gene-SAURSH1000_RS07140	False	
gene-SAURSH1000_RS04680	23	16	14	13	13	13	17	14	15	26	15	9	14	14	4	8	3	10	3	4	3	host	sspC	False	
gene-SAURSH1000_RS04685	49	39	40	49	34	42	47	32	43	77	45	22	40	31	20	11	15	5	7	6	1	host	sspB	False	
gene-SAURSH1000_RS03205	649	947	692	842	811	766	987	668	683	870	659	363	541	733	183	181	215	85	146	243	48	host	gene-SAURSH1000_RS03205	False	
gene-SAURSH1000_RS04780	122	195	140	162	330	133	181	255	139	557	310	65	890	1830	142	231	441	28	85	433	19	host	purK	False	
gene-SAURSH1000_RS07415	290	480	370	470	350	373	490	380	312	441	392	154	294	359	108	96	118	51	52	141	30	host	gene-SAURSH1000_RS07415	False	
gene-SAURSH1000_RS06425	40	20	47	72	33	53	61	29	35	89	52	36	37	23	15	16	16	3	10	7	2	host	gene-SAURSH1000_RS06425	False	
gene-SAURSH1000_RS00575	38	33	32	50	26	48	46	35	48	47	45	22	43	52	14	5	6	5	11	6	2	host	cap8L	False	
gene-SAURSH1000_RS08105	172	175	182	267	210	187	254	278	200	280	398	101	119	187	30	40	39	19	33	37	10	host	gene-SAURSH1000_RS08105	False	
gene-SAURSH1000_RS07845	233	318	213	373	290	219	360	253	230	358	244	98	230	238	55	73	64	24	80	75	12	host	gene-SAURSH1000_RS07845	False	
