Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA3433	25	20	23	14	20	154	4	7	18	4	2	220	host	gene-PA3433
gene-PA4437	28	26	16	25	41	156	9	4	26	7	1	140	host	gene-PA4437
gene-PA0017	50	40	23	74	77	117	13	16	15	8	12	209	host	gene-PA0017
gene-PA2744.1	6	17	5	24	27	25	6	6	5	4	4	28	host	gene-PA2744.1
gene-PA3662	150	135	155	30	56	109	13	18	10	8	2	124	host	gene-PA3662
gene-PA1638	19	29	16	11	18	109	4	3	8	4	2	230	host	gene-PA1638
gene-PA1277	10	9	21	9	21	95	2	1	11	0	0	239	host	cobQ
gene-PA0329	161	227	65	111	157	128	45	33	16	14	14	106	host	gene-PA0329
gene-PA0011	150	165	87	81	127	313	31	37	36	22	11	180	host	gene-PA0011
gene-PA0530	34	13	27	23	55	179	2	2	23	2	4	303	host	gene-PA0530
gene-PA3178	97	56	21	25	37	49	10	8	12	6	6	54	host	gene-PA3178
gene-PA0059	30	13	18	16	7	114	2	3	13	3	1	265	host	osmC
gene-PA1790	39	32	16	38	64	95	20	18	23	11	6	146	host	gene-PA1790
gene-PA0452	18	12	44	7	4	233	1	5	35	3	2	150	host	gene-PA0452
gene-PA3046	175	179	100	140	185	147	27	53	12	33	14	56	host	gene-PA3046
gene-PA1889	37	33	33	18	25	193	10	6	18	5	6	242	host	gene-PA1889
gene-PA1218	14	12	30	4	5	164	1	5	23	0	3	174	host	gene-PA1218
gene-PA4855	87	145	86	58	131	285	31	49	36	32	14	424	host	purD
gene-PA1191	32	26	35	23	30	140	3	3	15	3	1	122	host	gene-PA1191
gene-PA2382	23	29	20	28	28	118	7	2	6	3	5	230	host	lldA
gene-PA3688	48	41	27	14	20	110	8	8	7	0	0	192	host	gene-PA3688
gene-PA4537	13	14	12	9	12	59	2	2	13	1	2	49	host	gene-PA4537
gene-PA5185	42	43	12	18	31	71	4	1	14	0	1	121	host	gene-PA5185
gene-PA2679	132	76	14	36	56	98	4	2	8	6	5	155	host	gene-PA2679
gene-PA3533	120	104	62	139	195	92	48	44	17	29	20	64	host	gene-PA3533
gene-PA4888	15	99	42	56	167	183	8	6	18	2	2	103	host	desB
gene-PA5289	26	17	15	11	20	76	6	4	13	2	2	134	host	gene-PA5289
gene-PA2050	1	1	8	1	2	56	1	0	4	0	0	149	host	gene-PA2050
gene-PA3029	105	86	29	71	67	145	10	10	11	4	5	134	host	moaB2
gene-PA2632	30	52	46	30	40	168	8	11	12	7	4	269	host	gene-PA2632
gene-PA2465	3	11	22	10	24	157	1	0	19	0	0	292	host	gene-PA2465
gene-PA4683	66	66	64	26	42	157	12	13	13	13	9	111	host	gene-PA4683
gene-PA2674	4	6	13	6	6	60	0	0	7	3	2	65	host	gene-PA2674
gene-PA0166	15	9	32	6	11	261	5	2	31	2	1	442	host	gene-PA0166
gene-PA3621	52	44	79	70	101	269	36	31	42	34	19	112	host	fdxA
gene-PA1594	32	47	10	13	27	58	6	9	6	3	3	48	host	gene-PA1594
gene-PA1995	19	16	9	15	19	56	9	3	5	3	1	109	host	gene-PA1995
gene-PA5479	69	86	101	38	52	460	17	22	65	12	11	463	host	gltP
gene-PA0705	71	74	113	49	84	211	27	26	27	12	7	133	host	migA
gene-PA3085	34	44	16	46	55	65	13	8	7	11	6	44	host	gene-PA3085
gene-PA3949	89	72	44	31	80	142	18	14	19	11	6	128	host	gene-PA3949
gene-PA3926	32	27	28	21	25	186	7	9	34	2	2	362	host	gene-PA3926
gene-PA3755	59	64	32	16	20	153	5	8	12	4	2	148	host	gene-PA3755
gene-PA1677	51	16	21	24	27	47	7	9	13	7	2	78	host	gene-PA1677
gene-PA3098	151	94	40	87	127	114	6	10	12	6	3	162	host	xcpW
gene-PA3902	48	37	18	32	36	119	3	5	10	1	2	90	host	gene-PA3902
gene-PA0386	22	32	30	18	49	215	4	9	24	5	6	341	host	gene-PA0386
gene-PA4318	30	44	51	30	40	246	9	13	25	10	6	476	host	gene-PA4318
gene-PA1133	15	15	4	14	24	72	5	2	5	0	0	110	host	gene-PA1133
gene-PA2746a	24	19	13	10	23	70	3	6	3	2	4	86	host	gene-PA2746a
gene-PA2863	48	16	13	11	7	108	0	3	11	0	0	274	host	lipH
gene-PA0114	85	70	74	27	43	261	11	9	38	6	6	338	host	senC
gene-PA1732	9	20	12	11	20	87	5	3	9	2	0	179	host	gene-PA1732
gene-PA3794	49	60	37	26	53	158	11	11	17	7	4	60	host	gene-PA3794
gene-PA3205	17	16	21	13	8	96	4	4	9	0	0	164	host	gene-PA3205
gene-PA3281	9	13	10	5	9	105	2	0	8	0	1	113	host	gene-PA3281
gene-PA1148	90	51	35	185	178	190	52	40	22	17	16	310	host	toxA
gene-PA2535	23	18	32	30	56	141	17	20	21	18	8	182	host	gene-PA2535
gene-PA0154	15	10	27	19	21	142	3	5	15	1	0	238	host	pcaG
gene-PA1066	19	17	17	9	10	84	4	2	13	2	3	109	host	gene-PA1066
gene-PA1027	77	58	49	29	34	220	11	5	32	6	4	211	host	gene-PA1027
gene-PA1314	16	12	13	7	9	59	1	3	6	1	1	99	host	gene-PA1314
gene-PA2754	20	17	217	9	2	63	1	4	6	6	0	72	host	gene-PA2754
gene-PA1486	12	17	12	8	13	66	2	1	9	0	1	142	host	gene-PA1486
gene-PA2041	118	98	84	181	179	269	30	16	28	8	11	117	host	gene-PA2041
gene-PA3176	14	11	16	13	13	147	3	6	16	4	1	132	host	gltS
gene-PA4892	7	7	7	4	7	44	1	1	8	1	1	74	host	ureF
gene-PA2984	50	28	40	15	28	191	5	5	30	6	2	394	host	gene-PA2984
gene-PA5503	39	49	37	70	66	273	19	21	18	12	7	195	host	gene-PA5503
gene-PA1371	69	151	151	79	156	371	20	35	30	2	1	150	host	gene-PA1371
gene-PA2288	18	17	3	19	22	34	4	4	1	2	1	57	host	gene-PA2288
gene-PA0129	38	26	56	19	48	370	7	11	41	7	5	293	host	gabP
gene-PA2919	27	11	9	3	6	24	1	1	5	0	1	63	host	gene-PA2919
gene-PA0540	32	27	16	36	36	59	3	5	10	1	2	79	host	gene-PA0540
gene-PA1428a	20	18	37	11	14	279	3	2	29	1	1	328	host	gene-PA1428a
gene-PA5328	11	0	5	4	4	130	0	0	3	0	0	173	host	gene-PA5328
gene-PA2471	4	6	8	3	5	84	1	0	19	1	0	218	host	gene-PA2471
gene-PA2723	12	9	11	5	12	94	3	3	8	1	1	68	host	gene-PA2723
gene-PA1620	3	0	7	4	12	53	3	1	10	1	0	76	host	gene-PA1620
gene-PA2414	19	17	16	11	10	195	0	4	16	1	1	290	host	gene-PA2414
gene-PA4993	21	24	16	17	15	190	6	8	13	6	0	263	host	gene-PA4993
gene-PA0133	36	19	19	16	10	210	5	4	18	3	2	284	host	gene-PA0133
gene-PA2678	14	12	40	9	10	193	0	3	28	2	0	124	host	gene-PA2678
gene-PA1068	126	125	65	68	118	238	34	32	27	10	16	478	host	gene-PA1068
gene-PA0905.3	45	97	25	50	79	287	20	31	61	14	12	27	host	gene-PA0905.3
gene-PA0992	25	39	30	13	15	164	4	2	10	2	3	86	host	cupC1
gene-PA1406	9	14	13	3	6	72	0	0	10	2	1	184	host	gene-PA1406
gene-PA2807	12	4	10	6	6	74	2	3	10	2	0	153	host	gene-PA2807
gene-PA0549	140	149	51	87	187	208	33	47	21	29	13	266	host	gene-PA0549
gene-PA2461	58	181	180	67	228	445	9	18	49	9	11	178	host	gene-PA2461
gene-PA3067	32	29	15	17	42	78	5	4	4	0	0	180	host	gene-PA3067
gene-PA2347	9	6	13	3	3	79	0	0	13	0	0	153	host	gene-PA2347
gene-PA4098	11	6	10	4	5	81	2	4	15	1	2	251	host	gene-PA4098
gene-PA5184	62	59	23	21	33	118	2	6	11	2	6	158	host	gene-PA5184
gene-PA3592	7	3	25	4	4	207	1	2	22	0	1	314	host	gene-PA3592
gene-PA2497	7	9	10	4	5	72	1	2	8	0	1	70	host	gene-PA2497
gene-PA4877	22	9	11	7	9	54	3	4	11	0	1	125	host	gene-PA4877
gene-PA3030	8	18	18	0	5	72	2	1	8	0	0	75	host	mobA
gene-PA3765	17	21	14	6	8	69	1	5	14	0	4	76	host	gene-PA3765
gene-PA0404	32	28	23	21	30	67	6	5	5	4	4	111	host	gene-PA0404
gene-PA0753	4	4	6	7	5	68	0	0	9	2	1	118	host	gene-PA0753
gene-PA0049	25	18	27	35	32	226	8	6	28	4	3	286	host	gene-PA0049
gene-PA2177	50	36	44	20	24	203	7	8	24	6	2	298	host	gene-PA2177
gene-PA0711	3	6	105	2	8	99	3	0	10	1	2	154	host	gene-PA0711
gene-PA2254	18	8	15	2	10	125	0	1	10	1	1	136	host	pvcA
gene-PA1449	103	82	31	34	51	177	7	11	21	4	2	241	host	flhB
gene-PA3886a	19	28	4	10	9	52	1	2	8	0	2	71	host	gene-PA3886a
gene-PA5459	44	32	38	66	75	158	10	12	24	4	3	319	host	gene-PA5459
gene-PA4573	70	41	22	14	33	198	5	6	10	7	4	179	host	gene-PA4573
gene-PA4789	7	11	11	7	11	75	1	3	8	0	1	78	host	gene-PA4789
gene-PA3211	134	185	32	59	108	184	16	22	19	17	5	218	host	gene-PA3211
gene-PA1179	44	41	24	36	54	126	13	16	13	7	6	116	host	phoP
gene-PA0856	106	93	75	118	132	241	25	21	26	9	10	119	host	gene-PA0856
gene-PA4773	22	18	18	3	12	60	2	3	7	1	2	58	host	gene-PA4773
gene-PA3679	58	68	30	49	69	139	16	17	21	12	6	159	host	gene-PA3679
gene-PA2789	29	21	24	12	20	111	7	2	15	1	0	119	host	gene-PA2789
gene-PA4035	60	53	59	31	41	173	5	5	14	10	3	189	host	gene-PA4035
gene-PA1088	335	295	74	224	313	180	27	26	14	6	8	199	host	gene-PA1088
gene-PA0474	3	2	9	0	0	54	0	0	6	0	0	157	host	gene-PA0474
gene-PA2086	5	3	12	4	3	85	0	0	13	0	2	179	host	gene-PA2086
gene-PA1993	15	17	17	18	20	107	8	2	15	3	1	144	host	gene-PA1993
gene-PA2865	72	68	38	52	58	123	14	11	17	11	3	238	host	gene-PA2865
gene-PA3485	21	4	15	14	20	72	7	8	1	1	1	84	host	gene-PA3485
gene-PA2775	24	34	25	23	24	124	8	10	10	9	4	52	host	gene-PA2775
gene-PA0515	9	3	19	2	4	108	2	2	10	0	0	197	host	gene-PA0515
gene-PA0306	46	44	38	42	62	224	12	8	28	2	4	456	host	gene-PA0306
gene-PA1969	101	113	15	61	63	40	22	12	2	8	1	34	host	gene-PA1969
gene-PA2148	0	0	3	1	0	33	0	0	6	2	0	93	host	gene-PA2148
gene-PA3102	71	94	27	64	121	148	3	11	13	6	4	204	host	xcpS
gene-PA3095	62	48	11	22	41	42	6	4	3	2	0	46	host	xcpZ
gene-PA5462	19	22	24	12	29	65	4	8	14	1	2	126	host	gene-PA5462
gene-PA3684	18	36	13	14	26	38	4	3	15	5	1	32	host	gene-PA3684
gene-PA0144	17	21	7	11	16	62	5	2	13	0	1	164	host	gene-PA0144
gene-PA4795	19	16	17	13	12	64	0	0	13	0	0	124	host	gene-PA4795
gene-PA3128	62	55	19	16	16	88	4	5	6	3	3	169	host	gene-PA3128
gene-PA4594	33	45	40	13	25	96	4	10	16	5	2	175	host	gene-PA4594
gene-PA0610	12	13	19	13	20	70	8	3	13	10	6	25	host	prtN
gene-PA1274	14	4	16	3	2	67	1	1	8	0	0	93	host	gene-PA1274
gene-PA1622	38	37	15	19	38	70	7	2	13	5	2	170	host	gene-PA1622
gene-PA0720	9	18	35	23	17	140	21	13	46	15	10	96	host	gene-PA0720
gene-PA0585	8	6	12	7	6	119	2	3	15	2	1	252	host	gene-PA0585
gene-PA4440	66	42	28	21	43	106	5	6	10	2	3	189	host	gene-PA4440
gene-PA1343	1	3	7	2	0	67	1	0	7	1	1	38	host	gene-PA1343
gene-PA2847	27	8	15	3	6	91	0	1	19	0	0	87	host	gene-PA2847
gene-PA4802	18	10	31	5	7	197	1	4	26	0	0	217	host	gene-PA4802
gene-PA0370	26	21	17	27	41	151	7	7	14	3	3	312	host	gene-PA0370
gene-PA3340	154	105	69	65	115	199	13	15	14	9	4	233	host	gene-PA3340
gene-PA0559	84	69	43	56	119	234	24	28	18	18	11	169	host	gene-PA0559
gene-PA0439	13	11	24	2	11	181	6	2	18	3	0	324	host	gene-PA0439
gene-PA1056	54	54	37	51	81	220	7	8	22	5	2	329	host	gene-PA1056
gene-PA2368	17	14	3	7	8	20	1	2	3	0	0	55	host	gene-PA2368
gene-PA4717	145	137	51	90	131	148	12	19	18	7	4	218	host	gene-PA4717
gene-PA5075	78	119	53	61	116	239	15	29	27	19	11	315	host	gene-PA5075
gene-PA2125	13	7	32	6	4	100	0	1	9	1	1	165	host	gene-PA2125
gene-PA4605	57	70	31	88	142	55	20	16	11	7	1	37	host	gene-PA4605
gene-PA4281	22	23	42	19	33	233	9	13	50	16	8	336	host	sbcD
gene-PA2891	36	33	36	12	21	181	6	4	19	0	5	337	host	atuF
gene-PA4724.1	11	12	22	3	11	74	1	3	3	0	1	44	host	gene-PA4724.1
gene-PA5396	46	73	56	32	55	359	5	15	46	5	7	196	host	gene-PA5396
gene-PA1672	122	102	25	32	30	77	7	9	13	7	4	46	host	gene-PA1672
gene-PA3041	70	64	52	44	65	114	18	18	3	6	5	109	host	gene-PA3041
gene-PA3630	13	10	9	5	7	186	3	2	16	1	0	292	host	gfnR
gene-PA0236	4	8	19	1	5	185	2	2	17	2	0	279	host	gene-PA0236
gene-PA2447	8	6	17	10	12	133	0	1	7	2	0	230	host	gene-PA2447
gene-PA0244	8	7	20	3	13	129	3	2	13	2	4	197	host	gene-PA0244
gene-PA2156	3	0	8	1	0	40	3	1	4	0	0	49	host	gene-PA2156
gene-PA3785	18	26	8	29	46	123	5	9	10	2	5	168	host	gene-PA3785
gene-PA4995	32	34	26	55	74	215	10	11	20	6	4	270	host	gene-PA4995
gene-PA4093	11	5	29	7	5	113	1	2	7	1	0	224	host	gene-PA4093
gene-PA3416	31	17	22	17	7	116	4	0	11	0	0	216	host	gene-PA3416
gene-PA2754a	19	16	24	9	4	55	3	1	8	2	2	54	host	gene-PA2754a
gene-PA0630	30	35	10	25	41	49	30	43	11	23	16	50	host	gene-PA0630
gene-PA1597	35	19	18	8	8	48	2	1	10	3	2	101	host	gene-PA1597
gene-PA4102	17	11	20	7	14	125	3	5	14	3	1	223	host	bfmS
gene-PA4976	45	27	25	25	34	167	3	6	23	0	1	184	host	aruH
gene-PA0134	28	23	67	15	20	335	5	1	34	4	2	530	host	gene-PA0134
gene-PA3047	72	72	70	27	52	262	5	9	29	4	3	247	host	gene-PA3047
gene-PA0184	4	6	28	4	4	149	0	0	26	0	0	294	host	gene-PA0184
gene-PA3396	4	8	3	5	17	62	3	3	11	4	3	107	host	nosL
gene-PA3506	13	8	29	16	18	198	7	5	14	1	1	255	host	gene-PA3506
gene-PA2154	2	2	11	2	0	90	0	0	10	0	0	71	host	gene-PA2154
gene-PA2039	23	35	44	23	45	261	9	10	38	4	2	258	host	gene-PA2039
gene-PA2353	52	51	20	27	30	118	3	9	15	3	2	238	host	gene-PA2353
gene-PA2599	11	23	12	7	11	124	3	3	14	1	1	141	host	gene-PA2599
gene-PA3859	166	106	40	103	175	148	16	11	14	7	9	235	host	gene-PA3859
gene-PA2228	10	25	76	13	20	410	1	3	45	2	2	313	host	gene-PA2228
gene-PA5407	25	18	14	12	17	67	2	5	6	2	5	177	host	gene-PA5407
gene-PA0543	34	14	12	13	8	104	2	5	17	1	1	151	host	gene-PA0543
gene-PA0468	26	15	15	9	12	74	3	2	9	3	0	114	host	gene-PA0468
gene-PA0921	24	16	21	26	51	131	15	12	29	13	9	50	host	gene-PA0921
gene-PA0769	158	218	81	153	241	154	36	48	16	15	10	84	host	gene-PA0769
gene-PA0390	52	85	63	48	54	255	16	20	39	7	6	260	host	metX
gene-PA1688	105	153	46	94	152	143	14	28	24	20	11	182	host	gene-PA1688
gene-PA3494	20	33	25	6	18	125	2	5	14	2	2	254	host	gene-PA3494
gene-PA5187	62	37	78	32	32	304	11	8	33	3	0	537	host	gene-PA5187
gene-PA2268	8	6	12	4	4	68	1	1	12	3	1	111	host	gene-PA2268
gene-PA3849	152	136	87	134	180	253	41	44	27	26	13	209	host	gene-PA3849
gene-PA1214	4	2	21	2	9	115	3	1	17	0	1	173	host	gene-PA1214
gene-PA2942	55	43	16	32	50	60	9	12	11	11	4	76	host	gene-PA2942
gene-PA2087	2	2	6	3	3	35	2	1	6	0	0	44	host	gene-PA2087
gene-PA3161	265	217	50	96	155	132	21	28	12	17	8	60	host	himD
gene-PA2528	31	28	33	12	39	170	4	10	20	4	2	209	host	gene-PA2528
gene-PA4030	38	52	17	21	40	107	1	8	9	1	3	192	host	gene-PA4030
gene-PA1142	24	26	12	10	14	78	4	4	10	1	0	140	host	gene-PA1142
gene-PA3589	2	0	12	2	1	91	0	0	15	1	0	124	host	gene-PA3589
gene-PA1550	28	48	67	29	44	146	14	14	17	17	9	114	host	gene-PA1550
gene-PA1782	6	4	12	1	3	149	1	2	23	6	1	281	host	gene-PA1782
gene-PA2020	60	44	16	59	75	90	18	36	9	16	7	122	host	gene-PA2020
gene-PA1298	20	18	7	8	10	59	3	4	10	7	0	116	host	gene-PA1298
gene-PA4882	12	8	31	17	12	191	3	4	28	2	0	286	host	gene-PA4882
gene-PA3709	103	77	71	34	86	299	9	18	43	5	4	265	host	gene-PA3709
gene-PA1837	11	19	8	8	12	67	3	4	11	4	4	78	host	gene-PA1837
gene-PA2669	22	30	31	10	27	217	3	2	19	4	3	136	host	gene-PA2669
gene-PA1615	45	40	25	51	66	37	13	6	9	9	2	27	host	gene-PA1615
gene-PA1958	32	22	19	13	22	80	6	9	14	7	2	89	host	gene-PA1958
gene-PA0961	47	65	54	59	85	182	9	29	27	7	8	148	host	gene-PA0961
gene-PA5424	41	53	20	34	44	149	8	11	14	12	9	172	host	gene-PA5424
gene-PA3539	15	14	29	22	19	154	3	6	21	6	2	142	host	gene-PA3539
gene-PA2376	20	16	14	3	7	86	6	6	10	3	1	149	host	gene-PA2376
gene-PA3357	30	28	24	22	27	132	10	9	20	4	4	253	host	dsdA
gene-PA4543	105	51	26	54	107	111	19	26	6	10	5	161	host	gene-PA4543
gene-PA5457	86	62	27	65	90	165	5	8	25	7	0	298	host	gene-PA5457
gene-PA3935	24	10	25	6	8	166	3	0	22	0	3	264	host	tauD
gene-PA3850	116	113	77	64	101	156	22	35	63	19	9	147	host	gene-PA3850
gene-PA1564	20	19	13	17	20	58	4	2	8	2	3	37	host	gene-PA1564
gene-PA2670	25	32	42	14	30	220	2	7	30	3	5	104	host	gene-PA2670
gene-PA2940	23	12	19	12	18	124	2	4	18	1	2	131	host	gene-PA2940
gene-PA4046	43	53	17	54	81	77	14	19	15	5	2	136	host	gene-PA4046
gene-PA2855	34	32	26	22	17	67	7	6	10	4	2	40	host	gene-PA2855
gene-PA3608	9	8	26	3	4	224	2	2	17	2	4	264	host	potB
gene-PA1302	196	286	84	178	285	400	10	14	42	7	8	298	host	gene-PA1302
gene-PPLUZ19_gp8	0	0	15	2738	2785	40724	21337	21805	6112	6353	5136	12484	phage	gp8
gene-PA3249	14	23	11	17	27	102	6	10	8	4	4	120	host	gene-PA3249
gene-PA1837a	47	38	29	14	27	46	6	8	6	2	3	23	host	gene-PA1837a
gene-PA0257	41	79	49	19	28	238	6	5	19	7	0	136	host	gene-PA0257
gene-PA0574	69	68	53	18	28	239	7	8	31	4	5	93	host	gene-PA0574
gene-PA0922	28	16	14	21	35	121	13	19	11	8	5	37	host	gene-PA0922
gene-PA3774	2	2	17	3	2	76	1	0	9	1	0	219	host	gene-PA3774
gene-PA3507	7	7	10	12	16	116	2	2	14	0	0	166	host	gene-PA3507
gene-PA2118a	45	34	52	24	23	45	7	6	2	1	1	35	host	gene-PA2118a
gene-PA0405	45	61	43	35	57	143	8	8	12	4	0	197	host	gene-PA0405
gene-PA1413	41	28	26	15	18	97	2	2	16	2	1	205	host	gene-PA1413
gene-PA3213	104	84	43	45	72	157	6	16	16	4	6	240	host	gene-PA3213
gene-PA3040	56	37	30	36	43	88	15	6	3	6	7	106	host	gene-PA3040
gene-PA2188	7	9	17	8	6	100	1	2	14	3	0	195	host	gene-PA2188
gene-PA3325	9	26	38	14	106	182	3	6	12	2	1	216	host	gene-PA3325
gene-PA3542	12	7	35	3	4	203	2	0	23	0	1	265	host	alg44
gene-PA2300	15	20	30	8	35	180	2	4	17	0	1	303	host	chiC
gene-PA3575	10	12	19	4	7	84	0	1	11	1	4	143	host	gene-PA3575
gene-PA2047	24	16	11	7	16	86	1	3	20	3	3	219	host	gene-PA2047
gene-PA1934	101	92	11	49	63	50	6	11	7	5	6	54	host	gene-PA1934
gene-PA1866	84	63	43	42	64	201	10	9	25	6	5	516	host	gene-PA1866
gene-PA4549	6	8	18	2	4	106	1	0	12	0	0	95	host	fimT
gene-PA1248	110	136	48	42	122	178	9	10	19	1	0	309	host	aprF
gene-PA1854	40	29	31	23	35	189	4	9	19	7	5	174	host	gene-PA1854
gene-PA0327	88	58	62	44	67	266	11	6	29	4	3	262	host	gene-PA0327
gene-PA1894	1	2	67	5	8	290	1	2	35	1	0	152	host	gene-PA1894
gene-PA2132	0	0	7	0	2	51	0	1	9	0	2	124	host	cupA5
gene-PA3304.1	5	9	2	7	5	51	0	0	3	0	0	49	host	gene-PA3304.1
gene-PA3513	8	11	25	5	18	192	0	1	18	0	2	489	host	gene-PA3513
gene-PA1379	9	9	27	2	7	140	2	4	16	1	1	159	host	gene-PA1379
gene-PA1485	7	7	22	5	7	171	1	0	29	3	0	333	host	gene-PA1485
gene-PA2676	10	6	21	7	8	154	1	1	17	1	0	152	host	gene-PA2676
gene-PA4359	4	8	13	0	1	77	1	0	9	0	0	68	host	gene-PA4359
gene-PA1751	108	81	13	26	40	66	6	8	10	3	2	92	host	gene-PA1751
gene-PA1121	49	50	22	19	46	101	6	9	17	4	4	137	host	yfiR
gene-PA4771	23	11	17	22	23	186	5	1	26	2	3	192	host	lldD
gene-PA1888	37	25	48	15	15	255	3	10	33	7	0	212	host	gene-PA1888
gene-PA1877	14	18	31	8	19	229	3	4	16	2	2	291	host	gene-PA1877
gene-PA2601	69	55	18	17	27	162	4	5	16	0	4	143	host	gene-PA2601
gene-PA3601	14	28	19	21	10	74	3	2	9	0	0	83	host	gene-PA3601
gene-PA2091	3	2	9	1	2	74	0	0	8	2	0	116	host	gene-PA2091
gene-PA0366	23	17	42	10	16	292	2	5	31	0	3	496	host	gene-PA0366
gene-PA2605	19	12	28	11	9	99	3	2	20	3	4	107	host	gene-PA2605
gene-PA1604	33	27	66	25	17	182	11	6	20	3	6	193	host	gene-PA1604
gene-PA3651	142	170	37	93	199	177	43	49	7	29	12	187	host	cdsA
gene-PA0019	133	109	128	68	100	220	20	23	24	11	9	133	host	def
gene-PA3248	59	37	20	28	28	69	3	7	10	1	5	165	host	gene-PA3248
gene-PA2518	5	2	9	1	5	129	1	0	16	0	0	115	host	xylX
gene-PA0883	4	5	13	4	2	68	0	0	18	0	0	136	host	gene-PA0883
gene-PA2701	19	7	16	4	11	127	2	2	11	1	2	250	host	gene-PA2701
gene-PA5461	48	59	23	69	98	106	24	26	9	16	8	57	host	gene-PA5461
gene-PA3230	99	77	22	25	54	164	4	5	19	2	3	304	host	gene-PA3230
gene-PA2455	37	35	30	21	25	98	6	3	23	1	2	97	host	gene-PA2455
gene-PA1826	51	50	19	23	29	105	11	7	9	4	3	185	host	gene-PA1826
gene-PA2547	14	19	10	12	13	141	3	0	9	1	2	188	host	gene-PA2547
gene-PA1042	51	48	16	37	50	76	5	9	11	4	6	89	host	gene-PA1042
gene-PA3868	18	14	44	5	11	276	1	3	28	1	1	95	host	gene-PA3868
gene-PA2211	5	5	13	10	9	88	1	0	11	0	0	215	host	gene-PA2211
gene-PA2116	86	22	12	20	26	81	7	5	10	6	5	167	host	gene-PA2116
gene-PA0061	40	33	22	12	18	82	4	2	12	0	1	122	host	gene-PA0061
gene-PA2716	27	19	11	5	11	107	2	2	14	1	0	242	host	gene-PA2716
gene-PA5142	135	150	53	85	141	171	23	19	16	16	6	207	host	hisH1
gene-PA3370	9	5	25	3	5	64	2	2	15	0	0	94	host	gene-PA3370
gene-PA2654	217	171	117	182	204	212	41	27	29	13	21	202	host	gene-PA2654
gene-PA2958	72	58	25	54	76	159	17	16	27	10	5	123	host	gene-PA2958
gene-PA2945	35	30	26	16	33	159	7	7	15	6	5	247	host	gene-PA2945
gene-PA1130	19	29	24	12	21	82	2	5	14	4	0	109	host	rhlC
gene-PA0267	193	131	27	42	77	103	5	12	17	10	1	174	host	gene-PA0267
gene-PA1644	70	48	27	52	62	74	12	11	8	5	9	92	host	gene-PA1644
gene-PA1310	10	7	29	2	7	190	0	0	25	0	0	209	host	phnW
gene-PA3677	23	25	21	12	31	141	3	8	21	3	1	229	host	gene-PA3677
gene-PA2239	16	14	16	16	33	72	3	6	8	1	2	117	host	pslI
gene-PA1323	10	8	10	10	7	55	5	1	5	1	0	75	host	gene-PA1323
gene-PA3363	52	28	33	28	50	118	5	3	10	4	5	71	host	amiR
gene-PA1418	35	10	27	63	31	164	12	10	23	2	6	207	host	gene-PA1418
gene-PA4968	86	127	47	79	96	148	9	16	18	7	2	268	host	gene-PA4968
gene-PA2715	7	8	6	6	2	48	1	3	4	0	0	75	host	gene-PA2715
gene-PA4504	8	13	31	8	10	162	0	1	27	3	1	516	host	gene-PA4504
gene-PA1902	4	50	165	2	83	161	1	14	7	3	0	91	host	phzD2
gene-PA1217	28	26	42	10	15	213	6	10	18	1	1	283	host	gene-PA1217
gene-PA3127	31	26	21	19	15	139	1	1	15	4	1	181	host	gene-PA3127
gene-PA1643	193	171	45	124	192	208	50	52	19	27	18	273	host	gene-PA1643
gene-PA3252	12	18	16	6	5	141	1	1	9	1	1	306	host	gene-PA3252
gene-PA4108a	26	19	42	14	18	204	2	6	19	2	0	158	host	gene-PA4108a
gene-PA1162	70	72	55	87	126	192	17	19	17	4	10	322	host	dapE
gene-PA1260	9	5	35	1	4	160	3	1	26	0	0	295	host	gene-PA1260
gene-PA4547	101	104	45	74	98	247	6	10	15	8	6	306	host	pilR
gene-PA2903	27	10	17	10	17	80	2	3	13	4	1	156	host	cobJ
gene-PA1593	20	23	9	15	23	70	7	11	14	4	3	48	host	gene-PA1593
gene-PA1017	35	23	34	10	14	298	5	1	22	1	0	460	host	pauA
gene-PA1222	135	105	32	56	96	120	12	15	18	15	4	238	host	gene-PA1222
gene-PA0693	8	7	29	0	6	197	0	3	23	2	1	482	host	exbB2
gene-PA4924	40	43	19	32	47	135	12	7	16	10	8	253	host	gene-PA4924
gene-PA3775	4	2	14	4	3	112	1	0	9	0	2	257	host	gene-PA3775
gene-PA4362	37	36	205	12	24	86	8	5	11	1	0	189	host	gene-PA4362
gene-PA1059	23	41	17	24	42	96	7	2	9	4	0	95	host	gene-PA1059
gene-PA1650	56	41	23	30	30	159	6	2	16	2	3	201	host	gene-PA1650
gene-PA5195	249	193	98	44	58	174	9	8	26	5	5	165	host	gene-PA5195
gene-PA1841	85	80	37	75	82	107	16	14	8	7	6	85	host	gene-PA1841
gene-PA2801	48	47	11	30	50	69	6	8	4	6	5	56	host	gene-PA2801
gene-PA1567	10	12	18	3	6	200	3	4	16	1	0	295	host	gene-PA1567
gene-PA3087	111	90	23	45	77	129	10	14	8	4	3	259	host	gene-PA3087
gene-PA1370	84	214	174	64	128	442	3	14	46	9	3	283	host	gene-PA1370
gene-PA3495	23	21	33	7	14	151	3	5	21	2	0	105	host	nth
